CD_CLIENTE;MRR_12M_median
TDC0PZ;102.707406
TDC0Q0;258.357593
TDC0QC;96.872514
TDC0QT;78.667131
TDC0QU;41.506135
TDC0SA;197.474528
TDC0SI;598.932613
TDC0SJ;341.046012
TDC0SP;476.288759
TDC0T2;315.096155
TDC0T8;598.932613
TDC0TJ;473.362838
TDC0VF;129.062301
TDC0X0;30.017804
TDC0X5;598.932613
TDC0XC;36.055688
TDC0YR;95.804074
TDC118;230.708985
TDC11I;4.031499
TDC135;79.538598
TDC13Q;356.752484
TDC14T;335.927211
TDC15M;26.433531
TDC164;108.06762
TDC168;53.99834
TDC16F;30.595813
TDC17Y;90.632901
TDC1FK;796.33798
TDC1GA;493.04886
TDC1GL;10.80305
TDC1GZ;34.319644
TDC1IM;350.277262
TDC1IR;264.808482
TDC1IV;82.321389
TDC1IY;82.321389
TDC1J5;393.331205
TDC1J8;212.962455
TDC1J9;609.755073
TDC1JB;82.321389
TDC1KC;1008.262813
TDC1KD;843.751881
TDC1KH;647.860459
TDC1KP;701.453471
TDC1KW;870.603802
TDC1KY;440.27269
TDC1LC;44.025827
TDC1LS;99.689601
TDC1NE;3690.867047
TDC1NS;71.111308
TDC1NV;1568.301899
TDC1NX;19.464219
TDC1O0;12.316887
TDC1O6;13.339182
TDC1OB;11.650402
TDC1OG;20.22967
TDC1OQ;16.051323
TDC1P2;47.535628
TDC213;1022.699071
TDC21L;382.475351
TDC26R;496.49771
TDC27R;1155.276271
TDC29X;506.339097
TDC2AZ;492.385201
TDC31X;467.973159
TDC337;0.0
TDC346;416.57353
TDC41P;405.637203
TDC520;944.132933
TDC536;0.0
TDC823;199.212392
TDC9RK;732.521678
TDC9VX;1249.150993
TDC9WL;1206.370439
TDC9YW;1956.525197
TDCA2Z;0.0
TDCA3F;343.246085
TDCA4G;1688.872972
TDCA4S;1523.84869
TDCADU;33.317146
TDCFVA;1416.471873
TDCGA4;876.378145
TDCGLR;914.322162
TDCGM3;712.958514
TEF004;218.927513
TEF006;141.990186
TEF040;36.959343
TEF091;139.809085
TEF108;97.229076
TEF131;40.967465
TEF142;31.926518
TEF158;54.625483
TEF163;606.341615
TEF181;111.767955
TEF203;66.841816
TEFJ34;53.782749
TEVMBC;430.51463
TEVN70;265.675561
TEVNT2;294.85316
TEVNVS;1097.758266
TEVNZF;841.303595
TEVOMQ;1081.109445
TEVOTB;532.573027
TEVOVX;1478.410657
TEVP48;568.604749
TEVRVQ;330.782086
TEVRZU;325.014764
TEVS97;199.541494
TEVSA1;534.07556
TEVSAQ;284.843005
TEVSAU;270.689356
TEVVHG;4502.797401
TEVVHL;187.780002
TEVVHT;2381.445316
TEVVJW;357.201079
TEVVLM;612.441224
TEVVM1;248.890111
TEVVM3;2178.26683
TEVVM6;3698.822759
TEVVM7;517.302542
TEVVM8;2306.395598
TEVVMH;2883.991025
TEVVMX;2073.011741
TEVVN8;852.550853
TEVVNK;62.42553
TEVVNW;652.805319
TEVVOE;5378.92108
TEVVOI;403.810056
TEVVOR;17.443205
TEVVOV;797.385458
TEVVOX;695.014118
TEVVP0;826.68079
TEVVP7;203.19617
TEVVPK;904.314334
TEVVPM;613.046579
TEVVPZ;324.971386
TEVVQ4;750.134206
TEVVQ5;279.648699
TEVVQ8;972.335994
TEVVQC;1629.152485
TEVVTC;412.578687
TEVVV0;7034.348164
TEVVV1;468.59789
TEVVV4;620.338341
TEVVV9;431.044997
TEVVVO;1072.511513
TEVYDI;408.191088
TEVYL8;85.154627
TEVYXQ;697.147931
TEVZID;1061.57354
TEVZY8;568.001385
TEWA34;287.868565
TEWAA8;368.759593
TEWBFO;878.623983
TEWBIY;184.95418
TEWBJ0;377.318812
TEWBJ1;246.516759
TEWBJ8;133.451592
TEWBJI;195.555
TEWBP2;777.872425
TEWBPM;536.306555
TEWBPO;232.94112
TEWBPS;1118.029444
TEWBQJ;247.245066
TEWBQT;318.075781
TEWBRK;317.168758
TEWBTY;8075.69741
TEWDR7;249.331981
TEWEF8;222.819308
TEWEF9;707.66636
TEWEPY;289.628694
TEWERU;3491.964918
TEWERY;201.776006
TEWGR8;451.261132
TEWGVB;151.103755
TEWGVH;101.86033
TEWGXM;969.612044
TEWLOI;1440.370277
TEWLRU;9475.103081
TEWLVK;1036.472841
TEWLW3;252.324827
TEWLYB;260.603167
TEWOW7;2924.13001
TEWOWF;83.922104
TEWOX7;2683.44131
TEWOXR;478.323721
TEWOYI;272.628049
TEWOYJ;732.928485
TEWOYT;30.461797
TEWOYV;127.805515
TEWOYZ;1444.064869
TEWP05;126.878563
TEWP22;1489.257678
TEWP26;462.271454
TEWP73;87.121561
TEWP74;81.076785
TEWP89;1200.398559
TEWP91;215.912775
TEWPB7;1697.977158
TEWPDU;1875.62468
TEWRGO;162.383449
TEWRJA;832.208065
TEWRKC;268.956788
TEWRKI;731.588599
TEWRO6;517.329289
TEWROD;1796.531694
TEWROI;768.915084
TEWTOL;567.492591
TEWTQW;759.521604
TEWTU7;152.665891
TEWTV4;254.019523
TEWTV8;306.675884
TEWTVL;2045.402399
TEWTWC;3219.097747
TEWTY2;737.830131
TEWTY5;166.798134
TEWTYL;1120.922984
TEWTZ9;835.915199
TEWU57;18955.312525
TEXCEK;1174.848901
TEXCHQ;692.430542
TEXCI2;259.969126
TEXCJH;290.169152
TEXCK8;3161.558677
TEXCL4;132.393265
TEXCLX;155.11251
TEXCMP;3995.162689
TEXCMR;124.0146
TEXCMS;170.273466
TEXCMY;1173.546983
TEXCN4;119.759302
TEXCRP;408.605033
TEXCST;79.869778
TEXCSY;1630.636786
TEXCT4;366.747739
TEXCTS;273.683386
TEXCU9;838.320624
TEXF61;1063.48962
TEXFB9;1833.240018
TEXFBB;501.235022
TEXFC5;362.841141
TEXFDS;225.806525
TEXFEJ;124.558133
TEXFER;106.261047
TEXFEW;95.240161
TEXFJ2;171.735607
TEXFJG;1725.735857
TEXFJR;79.670635
TEXHMP;3.057955
TEXHN8;31.124549
TEXHPU;203.810865
TEXHRJ;529.632466
TEXHRS;290.245286
TEXHSA;164.819453
TEXHTJ;190.238747
TEXHTW;63.976091
TEXHUS;293.701293
TEXHWC;237.132837
TEXHWR;802.182688
TEXHWY;548.108899
TEXHX8;1235.534317
TEXHXC;141.422686
TEXK90;145.046691
TEXKBS;98.193099
TEXKBT;387.778678
TEXKCC;1173.726785
TEXKCR;192.839345
TEXKCV;155.353592
TEXKG9;247.4788
TEXKGG;3915.938011
TEXKGO;133.631827
TEXKI7;695.105568
TEXKIE;214.346084
TEXKL8;1204.559114
TEXKLA;198.552362
TEXKLJ;2514.277514
TEXKLM;453.865554
TEXKM7;991.455031
TEXKQZ;937.521594
TEXKS8;120.756103
TEXKSA;1465.865558
TEXKSC;266.095925
TEXMZ7;81.494425
TEXN09;4312.898398
TEXNAM;763.044775
TEXNAT;850.159696
TEXNB3;180.259902
TEXNBJ;110.756856
TEXPJ9;109.923725
TEXPMN;145.089399
TEXPO9;95.636704
TEXPOA;44.024087
TEXPR8;184.448746
TEXPRO;125.735525
TEXPRW;835.131718
TEXPSB;2144.614048
TEXPSQ;458.061647
TEXPXZ;196.683632
TEXPY0;0.0
TEXPYU;210.41718
TEXSG6;75.300412
TEXSIF;1029.269877
TEXSJH;1677.095611
TEXSKD;394.494955
TEXSKJ;181.188053
TEXSKL;82.176978
TEXSL6;152.842085
TEXSOB;1227.443767
TEXSOQ;307.028449
TEXSOY;4391.228094
TEXSPK;247.191136
TEXSQH;1069.002754
TEXSRY;414.224731
TEXST8;246.960347
TEXV69;238.815542
TEXVBP;373.962022
TEXVCH;291.883757
TEXVCZ;208.998607
TEXVDA;168.000775
TEXVFB;623.104514
TEXVFP;1269.945398
TEXVFR;1194.235412
TEXVGX;231.654583
TEXVI3;599.326918
TEXVIX;530.002655
TEXVJD;347.016514
TEXVNG;603.042621
TEXVNK;86.366138
TEXXWN;529.925203
TEXY03;1658.306701
TEXY56;1355.685587
TEXY85;189.211874
TEXY91;211.952443
TEXY92;125.091365
TEXY99;268.607759
TEXYB7;67.584293
TEXYEW;270.202252
TEXYF4;128.077182
TEXYF9;345.763842
TEXYFP;881.936961
TEXYFV;301.894423
TEY635;621.788431
TEY678;604.06908
TEYIYX;211.10629
TEYIZV;32.1779
TEYIZZ;176.133838
TEYJ00;524.618301
TEYJ35;849.277202
TEYJ64;276.940946
TEYJA1;668.115297
TEYJAI;322.912857
TEYJBY;98.941675
TEYJBZ;303.963978
TEYJC1;143.142107
TEYJC6;129.868247
TEYJD8;209.06009
TEYJDK;1875.174378
TEYJFM;1592.732956
TEYJI6;1063.528082
TEYO45;143.6757
TEYSS9;97.650902
TEYSVO;560.710348
TEYSWD;124.46126
TEYSWS;1115.71704
TEYSXM;665.172821
TEYT36;526.105571
TEYT77;909.587317
TEYTB4;752.074523
TEYTB9;284.748278
TEYTBT;383.825489
TEYTBY;1126.615757
TEYTCA;124.73422
TEYTCU;81.717381
TEYTDZ;391.479204
TEYVPH;562.887143
TEYVPL;45.745775
TEYVQ7;263.528806
TEYVT0;241.826509
TEYVTZ;1411.468405
TEYVUM;759.675795
TEYVVB;2395.835448
TEYVW8;214.78875
TEYVWO;1374.746406
TEYVXH;571.967104
TEYVXM;142.117433
TEYVXR;1229.590508
TEYVYC;298.345065
TEYVYG;1132.93968
TEYVYX;216.816794
TEYVYZ;356.594233
TEYVZH;240.039499
TEYWC6;72.561751
TEYYP8;318.061532
TEYYQD;1227.756317
TEYYSH;57.444115
TEYYTA;3437.106157
TEYYVO;301.852992
TEYYW2;102.893612
TEYYXN;144.815178
TEYYY6;538.754928
TEYYZJ;784.935699
TEYZ13;193.113196
TEYZ15;980.297966
TEZAMM;1551.238471
TEZANX;671.179615
TEZAO7;124.934113
TEZAP4;539.839576
TEZAPV;1178.675098
TEZARL;127.795502
TEZAS9;117.478704
TEZASM;1170.782083
TEZASO;4468.312368
TEZASZ;111.564368
TEZAT6;971.375321
TEZATG;1310.096055
TEZAU8;7.09824
TEZAUH;1178.277015
TEZAUP;3619.428829
TEZAWV;799.541415
TEZAX4;189.330414
TEZAXU;8702.043281
TEZAYS;2966.493846
TEZAZ9;527.113557
TEZAZB;96.327332
TEZAZD;181.910216
TEZB04;914.856652
TEZB36;937.425095
TEZB39;480.795767
TEZB61;345.942445
TEZBAC;639.846646
TEZBBV;110.713691
TEZBBY;182.904723
TEZBC3;380.933358
TEZBC6;275.549634
TEZBE4;530.622737
TEZBE9;835.0371
TEZBFX;1148.158856
TEZBGE;2721.924378
TEZBHC;379.753199
TEZBID;498.859452
TEZBIK;279.070895
TEZBKX;109.879644
TEZBMC;1515.04092
TEZBN5;1824.992037
TEZBOG;965.657657
TEZBOW;25.17525
TEZBOY;165.25118
TEZBQM;1845.959411
TEZBRQ;2834.712792
TEZBSF;231.984206
TEZBSK;331.555828
TEZBTH;38.933701
TEZBVZ;495.189241
TEZBX6;992.771299
TEZBXP;609.52178
TEZBXW;811.192829
TEZBY6;505.334707
TEZBZC;629.324174
TEZBZW;116.939082
TEZC33;133.483304
TEZC51;257.396765
TEZCA9;75.325353
TEZCAC;1633.325113
TEZCAF;561.5124
TEZCAY;267.85668
TEZCBR;2050.653296
TEZCBV;114.251896
TEZCGC;512.40806
TEZCH0;495.736711
TEZCJE;1562.237551
TEZCK6;1628.485037
TEZCKV;182.924427
TEZCLG;142.243361
TEZCO4;661.248491
TEZCO9;720.6476
TEZCOQ;110.251812
TEZCPI;6855.349064
TEZCPQ;117.093277
TEZCQ2;3323.936612
TEZCQM;1964.659305
TEZCRL;141.894599
TEZCRS;106.031334
TEZCT3;106.634645
TEZCTE;85.212188
TEZCUV;101.652794
TEZCV3;123.763278
TEZCV6;137.82416
TEZCVK;1138.213191
TEZCVL;146.590365
TEZCXN;1821.202084
TEZCXS;96.382511
TEZCY4;90.67676
TEZCYO;239.823616
TEZD14;622.262832
TEZD35;112.473002
TEZD38;220.449368
TEZD45;931.726131
TEZD71;68.913833
TEZD92;1114.461054
TEZDAJ;68.976642
TEZDAQ;169.667973
TEZDAZ;2241.838462
TEZDC9;543.544784
TEZDCB;360.577858
TEZDCD;159.260549
TEZDCI;521.615742
TEZDCS;102.658617
TEZDD5;306.654087
TEZDDG;4452.345921
TEZDDJ;129.277689
TEZDDN;122.643557
TEZDEH;1039.03243
TEZDEP;1449.509388
TEZDET;34.825724
TEZDFI;151.094129
TEZDFJ;2609.045646
TEZDG5;778.710527
TEZDH4;118.230009
TEZDH6;85.329596
TEZDHO;1258.670126
TEZDI9;107.676309
TEZDIF;147.128298
TEZDJD;39.093471
TEZDJH;174.241803
TEZDLW;239.794896
TEZDM8;786.938377
TEZDMC;183.910248
TEZDMR;684.964052
TEZDN4;123.454831
TEZDNZ;239.231174
TEZDO1;721.803392
TEZDPI;191.698125
TEZDR4;75.078251
TEZDSL;471.976599
TEZDT9;407.487083
TEZDTC;1604.985987
TEZDTW;89.245905
TEZDU6;834.395786
TEZDWI;513.717854
TEZE52;190.719445
TEZE63;1391.287787
TEZE87;101.883878
TEZEAU;185.179316
TEZEB8;2133.896665
TEZEBG;1993.693046
TEZEDE;755.743012
TEZEDP;80.620703
TEZEDU;3992.525704
TEZEE0;4473.982568
TEZEEC;69.330307
TEZEET;671.258432
TEZEFA;753.104067
TEZEFG;210.443305
TEZEG1;144.435806
TEZEGF;707.618674
TEZEGX;5197.944998
TEZEHW;2547.861712
TEZEIH;90.732439
TEZEIQ;95.461001
TEZEJA;476.992378
TEZEJW;598.932613
TEZEJX;598.932613
TEZEK7;564.385351
TEZELF;83.239609
TEZENA;112.805423
TEZENW;79.60433
TEZEO4;628.63071
TEZEPV;203.468346
TEZES3;657.431523
TEZESD;212.406999
TEZESX;252.360946
TEZET6;572.662232
TEZETL;76.399512
TEZEUQ;674.551238
TEZEV6;87.801841
TEZEV7;4210.683381
TEZEV8;182.015096
TEZEVH;125.617703
TEZEW9;911.006106
TEZEXE;34.496449
TEZEXM;1489.943182
TEZEY2;1090.97947
TEZEYE;1523.601947
TEZEYQ;1112.323412
TEZEZ0;108.163148
TEZEZI;118.971141
TEZF19;39.624944
TEZF29;754.867095
TEZF71;905.724645
TEZF79;597.902126
TEZF81;577.056673
TEZF82;406.109563
TEZF84;6220.627423
TEZF97;3789.199713
TEZFAB;1630.261792
TEZFBB;670.129282
TEZFBI;8372.046967
TEZFBU;461.573425
TEZFC6;73.385697
TEZFC8;34.053635
TEZFCB;101.381405
TEZFD5;204.16739
TEZFD6;279.085215
TEZFE6;4727.677367
TEZFES;43.857056
TEZFET;491.181719
TEZFEZ;623.100293
TEZFF9;1117.276729
TEZFFE;31.461818
TEZFFQ;98.941859
TEZFGK;94.607707
TEZFGO;247.293344
TEZFH9;124.838314
TEZFHG;621.017476
TEZFID;111.250751
TEZFIE;66.091355
TEZFIJ;43.806567
TEZFIT;345.095887
TEZFJM;121.446528
TEZFJN;238.834348
TEZFK5;47.669589
TEZFK6;375.501576
TEZFKA;1383.786328
TEZFKC;29.254795
TEZFLW;108.941873
TEZFM5;1767.587124
TEZFQ0;221.867145
TEZFRP;676.591847
TEZFTH;215.300322
TEZFTI;1020.569213
TEZFVF;485.793973
TEZFWS;731.046483
TEZFXH;300.034705
TEZFYE;876.843113
TEZFYX;372.059993
TEZFZ5;1483.8277
TEZFZF;185.255586
TEZG04;3067.864787
TEZG13;526.401821
TEZG24;601.456217
TEZG31;489.858683
TEZG82;673.719544
TEZG93;150.300437
TEZGAD;1533.663555
TEZGAL;168.303468
TEZGAM;405.990681
TEZGB2;727.640104
TEZGB5;2500.056997
TEZGBW;130.540113
TEZGC5;748.886533
TEZGCY;410.304624
TEZGDB;148.384802
TEZGE0;901.882792
TEZGEF;552.34013
TEZGEO;398.4763
TEZGGX;131.631144
TEZGIV;295.697747
TEZGMI;320.340659
TEZGMV;426.181732
TEZGO9;198.192166
TEZGOP;754.307694
TEZGOT;78.933056
TEZGQE;138.868859
TEZGQJ;484.54284
TEZGQL;2558.945858
TEZGQT;204.385822
TEZGR6;84.834787
TEZGRX;2740.923855
TEZGTE;91.575811
TEZGTG;105.035118
TEZGU0;659.314744
TEZGUA;359.479524
TEZGUV;96.163721
TEZGV5;187.619695
TEZGVB;427.31093
TEZGWD;533.315044
TEZGXL;102.862881
TEZGYJ;213.809417
TEZGZQ;1877.082725
TEZGZU;33.197561
TEZH10;1773.232652
TEZH17;571.081088
TEZH39;148.21645
TEZH55;927.851075
TEZH81;104.085559
TEZHA0;70.042201
TEZHA1;653.517014
TEZHAA;189.119787
TEZHAN;67.508063
TEZHAX;622.540771
TEZHBA;72.593201
TEZHBK;218.279354
TEZHBP;75.08569
TEZHC9;289.921443
TEZHCN;472.333424
TEZHCV;395.783677
TEZHDA;210.911838
TEZHDF;827.093278
TEZHDN;1022.696986
TEZHE3;1958.912054
TEZHEC;88.007753
TEZHED;77.551398
TEZHEF;267.29848
TEZHGT;595.540903
TEZHH2;1403.352235
TEZHH6;105.300042
TEZHHT;3841.896948
TEZHIL;5185.933249
TEZHJO;2296.779274
TEZHKM;137.020106
TEZHLC;449.425195
TEZHLQ;197.377491
TEZHM6;883.715816
TEZHN1;407.151682
TEZHOD;328.051307
TEZHP7;151.037191
TEZHQL;1341.051084
TEZHQP;110.815616
TEZHQZ;773.16785
TEZHR7;89.189102
TEZHSO;977.276327
TEZHSZ;94.585497
TEZHT6;176.677768
TEZHV8;1114.727151
TEZHW4;200.35994
TEZHWK;877.140498
TEZHXR;999.089065
TEZHXU;1265.744739
TEZHY1;757.688384
TEZHZZ;93.178285
TEZI16;466.460013
TEZI22;269.762427
TEZI53;524.735085
TEZI61;1107.40967
TEZI70;316.121559
TEZI72;174.751606
TEZI73;169.482126
TEZI79;77.629218
TEZI93;7484.700206
TEZIAA;171.795212
TEZIAZ;119.282921
TEZIC7;33.172546
TEZIDX;212.23987
TEZIEW;173.175802
TEZIF3;99.241919
TEZIFJ;54.294436
TEZIFP;1158.877045
TEZIFS;122.848422
TEZIG1;52.051242
TEZIGI;184.838566
TEZIGS;73.753906
TEZIGZ;259.845151
TEZIHF;217.128323
TEZIHX;1818.182755
TEZIHY;467.314576
TEZII3;161.99077
TEZIIF;375.476315
TEZIII;192.236978
TEZIIV;1853.911332
TEZIJ1;70.114917
TEZIJ7;2404.279736
TEZIJY;778.074119
TEZIK1;1182.447799
TEZIK3;676.626982
TEZIL9;2825.289978
TEZIMO;79.677163
TEZINI;141.778285
TEZINZ;152.469271
TEZIQ6;1026.656307
TEZIRK;80.711835
TEZIRS;3443.05595
TEZIS9;90.661034
TEZISI;69.645357
TEZIT0;471.772892
TEZIUB;151.156844
TEZIW1;772.563887
TEZIWA;178.198758
TEZIWX;163.306812
TEZIYJ;465.690852
TEZIZI;1690.568467
TEZJ23;417.252849
TEZJ32;1208.267583
TEZJ47;270.315247
TEZJ82;297.739191
TEZJBD;410.678217
TEZJBE;177.528686
TEZJBZ;177.124527
TEZJDY;45.816715
TEZJF4;74.824805
TEZJGM;146.000855
TEZJGS;397.505869
TEZJGW;75.156694
TEZJH2;1300.232247
TEZJH5;171.343473
TEZJHC;135.972463
TEZJHH;208.232368
TEZJI1;1683.063096
TEZJI4;37.661973
TEZJIJ;516.213312
TEZJIW;85.356921
TEZJJ5;168.33066
TEZJKS;1222.906047
TEZJLP;645.06179
TEZJM9;180.792214
TEZJMJ;45.501015
TEZJNY;177.094921
TEZJO2;362.120128
TEZJOD;75.960549
TEZJP5;256.700106
TEZJPD;900.753014
TEZJQJ;662.857562
TEZJR8;846.052569
TEZJSN;292.25847
TEZJT8;185.599226
TEZJW9;598.306929
TEZJX7;84.044934
TEZJXE;72.482363
TEZJXF;451.349397
TEZJXL;248.871076
TEZJXQ;184.983301
TEZJXZ;1141.529162
TEZJY7;675.1654
TEZJZP;69.390809
TEZK40;648.980322
TEZK60;908.190836
TEZKB6;864.910453
TEZKBB;64.955361
TEZKBO;6061.168079
TEZKD2;234.277471
TEZKD5;293.777705
TEZKDH;698.361713
TEZKDT;370.315466
TEZKE5;951.595963
TEZKF9;131.799643
TEZKFB;3533.049348
TEZKFG;182.645516
TEZKG6;62.066217
TEZKI2;2904.714702
TEZKIQ;287.227446
TEZKIR;5789.956102
TEZKIY;429.940047
TEZKK0;5711.889192
TEZKKB;187.217097
TEZKKF;38.547649
TEZKKU;5736.597535
TEZKLA;458.223508
TEZKMD;561.992876
TEZKMQ;880.457989
TEZKN2;2055.210049
TEZKN3;158.849949
TEZKN7;341.845268
TEZKO6;6955.613697
TEZKPC;108.26692
TEZKPG;465.682554
TEZKPL;411.844437
TEZKPO;192.15525
TEZKQ5;285.443133
TEZKS3;2245.243098
TEZKSD;513.064744
TEZKTU;86.812732
TEZKUE;42.83072
TEZKVV;57.803226
TEZKXW;293.424083
TEZKYK;128.130184
TEZL01;114.342292
TEZL56;261.453654
TEZLAO;1639.795595
TEZLBN;329.932827
TEZLCP;1015.929083
TEZLCT;2150.21904
TEZLD6;421.67023
TEZLEW;928.542475
TEZLF7;561.924209
TEZLFN;96.309431
TEZLG7;68.181333
TEZLHB;221.728813
TEZLHD;447.127366
TEZLHF;173.466523
TEZLHG;423.553453
TEZLHI;115.265052
TEZLHN;83.140484
TEZLHU;432.598588
TEZLJF;225.212013
TEZLM8;625.356121
TEZLMG;208.821605
TEZLNF;1018.101504
TEZLO4;598.927162
TEZLO7;51.242026
TEZLOU;1145.203807
TEZLQM;213.842031
TEZLQS;5515.118413
TEZLR5;109.558615
TEZLRL;289.396526
TEZLRO;460.829278
TEZLRS;637.924985
TEZLS0;1326.41813
TEZLSP;232.49211
TEZLSW;404.325629
TEZLT1;693.11696
TEZLTQ;954.675268
TEZLTS;676.809564
TEZLVI;730.53902
TEZLXL;1171.759605
TEZLYF;1073.807439
TEZLYW;1006.20898
TEZM32;1739.301845
TEZM58;1013.787128
TEZM83;449.120415
TEZM89;680.297598
TEZM93;445.854606
TEZM99;319.106024
TEZMBW;420.048226
TEZMD5;184.409087
TEZMDD;1159.023848
TEZMEM;78.850551
TEZMFC;500.441594
TEZMG6;274.738586
TEZMH1;788.882289
TEZMHC;410.486128
TEZMHI;330.274762
TEZMI3;587.447028
TEZMI9;319.343923
TEZMIJ;52.746621
TEZMIK;1826.416818
TEZMIN;667.809906
TEZMIS;524.732082
TEZMIZ;765.985411
TEZMJ3;1565.566257
TEZMJK;207.54744
TEZMJX;1370.293551
TEZMNA;1530.748116
TEZMO2;381.939257
TEZMOM;201.400718
TEZMS6;1133.709998
TEZMSN;3937.842654
TEZMT4;183.671482
TEZMW2;253.302065
TEZMWQ;66.750248
TEZMXD;486.651617
TEZMY9;610.062335
TEZMYD;93.884145
TEZN32;861.648206
TEZN39;1183.406483
TEZN58;990.044142
TEZNAS;853.270631
TEZNB9;877.854935
TEZNCC;126.061245
TEZNCM;216.993416
TEZND8;363.854064
TEZNF2;1245.243784
TEZNGU;1499.573149
TEZNHC;5.764135
TEZNI2;438.256054
TEZNI8;1768.850945
TEZNIP;3505.95465
TEZNIQ;572.12964
TEZNJR;729.418212
TEZNJY;459.437954
TEZNK3;1274.908739
TEZNKM;481.419493
TEZNKW;843.825996
TEZNKZ;325.68394
TEZNL0;773.586243
TEZNMY;426.402265
TEZNRD;531.053683
TEZNRH;1605.980119
TEZNT0;754.065621
TEZNUY;1701.071591
TEZNWC;623.605055
TEZNWF;363.723644
TEZNX8;356.821311
TEZNXL;226.697492
TEZNYK;669.555908
TEZNZ2;304.758639
TEZNZ3;340.582101
TEZNZY;1108.184795
TEZO13;338.126376
TEZO53;140.0315
TEZOAB;241.298502
TEZOAL;725.152945
TEZOAY;409.577942
TEZOCJ;860.935707
TEZOD5;82.272927
TEZODH;356.733879
TEZODM;242.518429
TEZODN;409.032479
TEZODU;389.603638
TEZOEO;146.303537
TEZOER;124.718746
TEZOF2;143.894179
TEZOF5;286.777636
TEZOHE;3189.709007
TEZOHM;4431.325687
TEZOI3;718.968323
TEZOJM;4380.905623
TEZOKY;675.116614
TEZOLS;880.551174
TEZOLU;250.306759
TEZOMO;564.445461
TEZOMW;974.920831
TEZOOD;750.181395
TEZOOJ;219.067035
TEZOOL;1856.591906
TEZOOO;1182.345166
TEZOOU;1088.791813
TEZOPD;84.355827
TEZOQY;53.424497
TEZORG;1103.403258
TEZOS8;2306.887644
TEZOSP;254.776392
TEZOUC;1224.931175
TEZOUY;500.999746
TEZOVP;312.869281
TEZOW5;337.53272
TEZOWC;499.430118
TEZOWF;626.3915
TEZOY2;178.447589
TEZPE3;455.904612
TEZPEH;639.661027
TEZPF0;674.47593
TEZPF5;1327.143602
TEZPGH;411.369432
TEZPGR;119.920255
TEZPH4;767.246149
TEZPRJ;276.434503
TEZQD9;666.660624
TEZQDF;321.38812
TEZQDX;736.497378
TEZSNN;352.241954
TEZSNS;134.156891
TEZSO4;3942.52037
TEZSOI;700.046131
TEZSOM;1885.35396
TEZSOY;503.300502
TEZSP1;506.742021
TEZSPO;402.766605
TEZSQ7;597.962432
TEZSQA;391.381496
TEZSQB;1356.155979
TEZSQV;828.389283
TEZSRE;420.193329
TEZSRH;517.347706
TEZUKA;358.064672
TEZUNZ;923.035141
TEZUOA;669.807537
TEZUOW;619.070545
TEZUPG;420.242805
TEZUSY;815.153541
TEZUT1;443.73493
TEZUT6;139.845225
TEZUTA;295.291553
TEZUTH;297.725207
TEZUU2;2294.732781
TEZUUE;68.324711
TEZUUI;316.543853
TEZUUO;504.231972
TEZUUP;134.153585
TEZUUU;196.232585
TEZUUX;656.836544
TEZVOV;4630.483599
TEZVOX;326.487788
TEZZI2;86.489205
TEZZI6;230.407837
TF0597;338.677162
TF1240;334.015331
TF1244;1177.770743
TF1264;511.238801
TF1272;533.70832
TF1281;241.872889
TF2240;158.603407
TF6007;101.682416
TF6011;88.686932
TFA388;387.439675
TFA753;910.575612
TFAAP9;520.41116
TFAAZF;515.594428
TFAAZL;987.81723
TFAB04;612.707265
TFAB06;409.941737
TFABIE;234.205585
TFACVD;61.149882
TFACVG;172.655284
TFAEAJ;203.868277
TFAEAT;518.26745
TFAELN;963.948551
TFAFF3;351.794262
TFAGPC;366.75923
TFAGPE;466.507576
TFAH29;847.745078
TFAIDI;10127.457416
TFAIE7;331.520783
TFAIEA;1559.119198
TFAIK3;306.065586
TFAIK4;406.32351
TFAIKL;785.229251
TFAIKM;1443.845481
TFAIKV;224.007929
TFAIL1;1008.693112
TFAIMA;685.903793
TFAIMB;898.817758
TFAIMG;957.103394
TFAIMQ;857.656217
TFALI4;1103.001556
TFALIA;1886.326557
TFALIE;775.631099
TFAOX1;305.649857
TFATQU;1166.742933
TFBAOA;199.478252
TFBBPR;1098.966895
TFBEAM;842.43154
TFBEAQ;677.108221
TFBER2;466.993251
TFBER3;547.254817
TFBERX;723.718086
TFBESR;378.903365
TFBESX;131.141917
TFBFQ1;983.458221
TFBGUG;622.55636
TFBGUU;855.659595
TFBIP8;1421.156021
TFBJDS;576.139783
TFBJDW;5006.30867
TFBJN5;839.449198
TFBJPE;393.017547
TFBJPF;1439.468921
TFBJPR;318.174493
TFBJPS;448.633527
TFBJR5;167.791663
TFBJRL;426.354135
TFBJRZ;383.601206
TFBJS3;1404.52421
TFBJSN;823.091685
TFBJT0;1434.200898
TFBJTR;922.664116
TFBJUW;608.876904
TFBJWN;457.149924
TFBJX0;203.005767
TFBJZ7;225.667129
TFBJZF;137.882317
TFBJZI;259.354457
TFBJZK;1326.522063
TFBK01;294.523235
TFBK21;758.230172
TFBK42;261.358177
TFBK43;194.764156
TFBK72;840.778047
TFBK73;258.446915
TFBK96;804.416621
TFBKAL;222.147587
TFBKB2;469.682186
TFBKBH;147.755686
TFBKBW;620.686847
TFBKDA;148.578238
TFBKDD;1014.758991
TFBKDK;275.024786
TFBKDW;2679.121695
