CD_CLIENTE,telemetria_moduloid_moda,telemetria_productlineid_moda,telemetria_slotid_moda,telemetria_statuslicenca_moda,telemetria_contagem
T75007,5629,6,4004,Desconectado,7689
T75023,5508,6,4016,Desconectado,1494
T75062,5582,6,4145,Desconectado,12231
T75243,5554,6,4004,Desconectado,90
T75274,5554,6,4000,Desconectado,43358
T75282,5508,6,4000,Desconectado,5150
T75322,516,3,0,Desconectado,550
T75330,5629,6,4000,Desconectado,15490
T75337,5629,6,4016,Desconectado,3572
T75344,5078,14,4167,Desconectado,4155
T75385,5200,6,4000,Desconectado,15359
T75419,5200,6,0,Desconectado,90985
T75437,5508,6,4173,Desconectado,21099
T75488,5537,6,4004,Desconectado,312
T75515,5625,6,4000,Desconectado,5575
T75558,5631,6,4000,Desconectado,3488
T75573,5200,6,4037,Desconectado,10193
T75582,5208,6,4000,Desconectado,21962
T75794,5582,6,4145,Desconectado,121661
T75857,5582,6,4000,Desconectado,3184
T75868,5208,6,4000,Desconectado,11996
T76001,5554,6,4004,Desconectado,49521
T76003,5209,6,0,Desconectado,5064
T76078,5508,6,4016,Desconectado,4542
T76115,523,3,0,Desconectado,4200
T76118,5508,6,4000,Desconectado,3472
T76120,5511,6,4016,Desconectado,1775
T76135,5610,6,4000,Desconectado,19717
T76189,5508,6,4000,Desconectado,1701
T76192,5629,6,4000,Desconectado,6060
T76267,5512,6,4000,Desconectado,9513
T76286,5209,6,4000,Desconectado,25808
T76342,5508,6,4000,Desconectado,63
T76344,807,13,807,Conectado,371
T76352,5209,6,0,Desconectado,65569
T76382,4012,0,0,Desconectado,79
T76402,2,2,4000,Desconectado,6263
T76404,5508,6,4000,Desconectado,1924
T76419,5553,6,0,Desconectado,5
T76441,5566,6,4000,Desconectado,1802
T76472,5629,6,4000,Desconectado,306
T76474,5508,6,4000,Desconectado,8387
T76529,5554,6,4004,Desconectado,6957
T76547,5554,6,4037,Desconectado,55597
T76590,5209,6,4001,Desconectado,60166
T76663,5629,6,4000,Desconectado,11108
T76678,5707,8,4100,Desconectado,4704
T76679,5,2,4024,Desconectado,5226
T76719,5554,6,4000,Desconectado,10014
T76762,6,2,4000,Desconectado,629
T76806,5200,6,0,Desconectado,340739
T76838,5704,8,4100,Desconectado,757
T76839,5508,6,4000,Desconectado,13195
T76842,5554,6,4000,Desconectado,4924
T76859,5582,6,4145,Desconectado,37
T76922,5508,6,4000,Desconectado,5116
T76932,5553,6,4173,Desconectado,4080
T76973,5554,6,4004,Desconectado,6761
T77096,5209,6,0,Desconectado,20416
T77109,5629,6,4004,Desconectado,2340
T77119,5582,6,4000,Desconectado,4334
T77135,5209,6,4001,Desconectado,26210
T77178,5508,6,4000,Desconectado,6253
T77293,5629,6,4000,Desconectado,1134
T77325,5209,6,4040,Desconectado,2112
T77335,5209,6,4001,Desconectado,8511
T77352,5617,6,4164,Desconectado,16522
T77520,5209,6,4000,Desconectado,16320
T77543,5625,6,4037,Desconectado,977
T77568,5625,6,4037,Desconectado,1172
T77573,5629,6,4000,Desconectado,10877
T77617,5200,6,0,Desconectado,45696
T77693,5582,6,4038,Desconectado,650
T77784,2,2,4024,Desconectado,4593
T77788,5508,6,4004,Desconectado,3854
T77947,5508,6,4000,Desconectado,2990
T77993,5554,6,4004,Desconectado,1730
T78206,5200,6,4000,Desconectado,10721
T78209,5209,6,4037,Desconectado,13837
T78253,5200,6,0,Desconectado,9761
T78381,5631,6,4000,Desconectado,5509
T78391,5209,6,4037,Desconectado,8101
T78458,6,2,4024,Desconectado,1258
T78516,5508,6,4000,Desconectado,17897
T78573,5200,6,0,Desconectado,75908
T78646,6,2,4022,Desconectado,175
T78664,5508,6,4000,Desconectado,26119
T78775,5554,6,4000,Desconectado,5363
T79168,5209,6,0,Desconectado,19015
T79237,5209,6,4000,Desconectado,8369
T79240,5554,6,4000,Desconectado,9252
T79264,5,2,4000,Desconectado,2976
T79368,2,2,4000,Desconectado,1491
T79375,5200,6,0,Desconectado,29763
T79557,5508,6,4000,Desconectado,1943
T79572,5209,6,0,Desconectado,22812
T79683,5629,6,4000,Desconectado,8459
T79935,5508,6,4000,Desconectado,13784
T79941,5508,6,4173,Desconectado,8491
T80020,5585,6,4145,Desconectado,1915
T80088,5625,6,4004,Desconectado,6345
T80295,5209,6,0,Desconectado,55184
T80566,5208,6,4000,Desconectado,5864
T80605,6,2,4133,Desconectado,79
T81201,5208,6,4000,Desconectado,4612
T81376,5200,6,0,Desconectado,27567
T81472,5629,6,4000,Desconectado,2697
T81527,5625,6,4000,Desconectado,828
T81649,5625,6,4000,Desconectado,4393
T81709,6,2,4133,Desconectado,360
T82275,515,3,515,Desconectado,14169
T82336,9,2,4134,,6
T84068,5632,6,4000,Desconectado,4851
T84071,5200,6,4038,Negado,390
T84117,5629,6,4000,Desconectado,1796
T84205,5582,6,4000,Desconectado,187
T84225,5,2,4016,Desconectado,724
T84228,5,2,4000,Desconectado,277
T84290,5629,6,4016,Desconectado,3757
T84300,5508,6,4000,Desconectado,8381
T84331,2,2,4000,Desconectado,496
T84385,520,3,0,Desconectado,1909
T84493,5508,6,4000,Desconectado,3203
T84546,516,3,0,Desconectado,1094
T84547,5631,6,4000,Desconectado,6123
T84560,2,2,4024,Desconectado,5954
T84563,5209,6,0,Desconectado,24087
T84612,524,3,0,Desconectado,1514
T84622,5209,6,4000,Desconectado,74635
T84651,5200,6,0,Desconectado,15166
T84693,5554,6,4004,Desconectado,9646
T84703,5554,6,4000,Desconectado,14752
T84733,5631,6,4000,Desconectado,5645
T84857,4,2,4024,Desconectado,10546
T84888,6,2,4000,Desconectado,1690
T84893,5,2,4000,Desconectado,2411
T84905,5,2,4000,Desconectado,364
T84915,13,2,4000,Desconectado,345
T84929,5,2,4000,Desconectado,1296
T84931,4,2,4132,Desconectado,6634
T84944,5,2,4022,Desconectado,150
T84973,720,9,3501,Desconectado,8190
T89704,506,3,4000,Desconectado,54
T89811,533,3,4177,Desconectado,2627
T89918,39,2,4162,Desconectado,3321
T89932,5,2,4000,Desconectado,576
T89935,4,2,4000,Desconectado,5100
T89937,6,2,4000,Desconectado,205
T89973,6,2,4000,Desconectado,1654
T92086,6,2,4000,Desconectado,3138
T92121,16,2,4145,Desconectado,872
T92125,520,3,0,Desconectado,2315
T92129,2,2,4000,Desconectado,345
T92141,7,2,4145,Desconectado,223
T92154,507,3,0,Desconectado,45
T92194,4007,0,4007,Desconectado,30
T92201,5,2,4000,Desconectado,1623
T92213,5200,6,0,Desconectado,21108
T92214,533,3,0,Desconectado,17265
T92244,4093,2,4001,Desconectado,21
T92270,516,3,0,Desconectado,488
T94426,9,2,4134,,2
T94476,217,2,4001,Desconectado,2692
T94503,6,2,0,Desconectado,6690
T94555,4,2,4000,Desconectado,1543
T94602,2,2,4118,Desconectado,2056
T96529,2,2,4000,Desconectado,1556
T96535,5,2,4173,Desconectado,10066
T96701,533,3,533,Desconectado,3843
T96702,5,2,4000,Desconectado,420
T96704,5,2,4000,Desconectado,6516
T98600,4,2,4000,Desconectado,8554
T98614,4126,0,4126,Desconectado,38
T98737,6,2,4000,Desconectado,8328
T98750,5,2,4000,Desconectado,3408
T98763,5,2,4000,Desconectado,945
T98789,5518,6,3999,Desconectado,14
T98821,6,2,4000,Desconectado,1916
T98826,501,3,0,Desconectado,440
T98879,5200,6,4000,Desconectado,23040
T98882,2,2,4000,Desconectado,1664
TA0675,5,2,4000,Desconectado,1024
TA0689,4,2,4000,Desconectado,6018
TA0719,5208,6,4000,Desconectado,7070
TA0729,212,2,4000,Desconectado,4121
TA0900,84,2,4134,Desconectado,91
TA3867,9,2,4134,,2
TA4108,7,2,4000,Desconectado,1805
TA4192,5209,6,4000,Desconectado,6082
TA4200,6,2,4000,Desconectado,1534
TA4208,4012,0,0,Desconectado,52
TA4295,5508,6,4173,Desconectado,2790
TA4315,99,2,0,Desconectado,2
TA4358,6,2,4000,Desconectado,1695
TA4367,5,2,4016,Desconectado,1554
TA4372,2,2,4000,Desconectado,5080
TA6050,534,3,534,Desconectado,40184
TA6052,602,11,602,Conectado,705
TA6068,6,2,4133,Desconectado,691
TA6091,5,2,4173,Desconectado,1480
TA6130,5,2,4024,Desconectado,1482
TA6139,520,3,0,Desconectado,1652
TA6145,5,2,0,Desconectado,805
TA6163,6,2,4000,Desconectado,161
TA8052,5,2,4000,Desconectado,7871
TA8056,7,2,0,Desconectado,212
TA8241,2,2,4024,Desconectado,1115
TA8260,5,2,4000,Desconectado,498
TA8402,5631,6,4173,Desconectado,2873
TA8414,5,2,4024,Desconectado,980
TA8436,520,3,0,Desconectado,5289
TA8440,2,2,4024,Desconectado,138
TA8446,5,2,4024,Desconectado,819
TA8453,5,2,4173,Desconectado,3969
TA8467,200,2,4000,Desconectado,2565
TA8471,520,3,0,Desconectado,1003
TA8520,5,2,4016,Desconectado,1822
TA8583,533,3,533,Desconectado,312657
TA8589,6,2,4024,Desconectado,1685
TA8688,9,2,4134,,2
TA8698,5,2,4000,Desconectado,8
TA9001,805,13,805,Conectado,987
TA9009,814,13,814,Conectado,373
TAA519,4093,2,0,Desconectado,1175
TAA637,5511,6,4173,Desconectado,1412
TAA643,501,3,0,Desconectado,402
TAA655,6,2,4133,Desconectado,1369
TAA669,7,2,4145,Desconectado,2601
TAA670,6,2,4000,Desconectado,1793
TAA672,5508,6,4173,Desconectado,5844
TAA750,5,2,4017,Desconectado,1695
TAA816,4,2,0,Desconectado,1079
TAABOR,10,2,0,Desconectado,958
TAABOV,6,2,0,Desconectado,9373
TAABP6,520,3,0,Desconectado,6540
TAAC29,34,2,4000,Desconectado,2
TAAC31,5,2,4024,Desconectado,1156
TAACCT,6,2,4000,Desconectado,564
TAACCX,6,2,4000,Desconectado,138
TAACDU,5,2,4000,Desconectado,13812
TAACDW,5,2,4000,Desconectado,1177
TAAFRL,5,2,4000,Desconectado,7684
TAAFTK,5,2,4000,Desconectado,2688
TAAFTN,501,3,4145,Desconectado,30
TAAFVF,533,3,533,Desconectado,135001
TAAFXM,6,2,4000,Desconectado,988
TAAFYX,5,2,4000,Desconectado,975
TAAFZJ,520,3,0,Desconectado,5062
TAAG42,5629,6,4037,Desconectado,29515
TAAG64,200,2,0,Desconectado,1230
TAAGAG,5,2,4000,Desconectado,715
TAAHSW,5,2,4000,Desconectado,440
TAAHTC,5,2,4024,Desconectado,2699
TAAHTU,5,2,4000,Desconectado,4640
TAAHTY,533,3,533,Desconectado,13810
TAAHV1,5,2,4000,Desconectado,884
TAAHVG,5,2,4173,Desconectado,429
TAAHWZ,2,2,0,Desconectado,6132
TAAHZO,520,3,0,Desconectado,2450
TAAHZQ,6,2,4000,Desconectado,4132
TAAHZV,12,2,4000,Desconectado,7306
TAAI74,602,11,602,Conectado,431
TAAIA0,516,3,0,Desconectado,146
TAAJU5,4012,0,0,Desconectado,49
TAAJUJ,6,2,4133,Desconectado,348
TAAJWZ,5,2,4000,Desconectado,620
TAAJXE,516,3,0,Desconectado,914
TAAJZ3,6,2,4024,Desconectado,157
TAAJZA,4,2,0,Desconectado,8835
TAAK82,5,2,0,Desconectado,10068
TAAKAH,43,2,4000,Desconectado,13836
TAAKAL,4,2,0,Desconectado,2228
TAAKBN,5537,6,4000,Desconectado,27
TAALX9,5,2,4000,Desconectado,3061
TAALXA,533,3,4177,Desconectado,745
TAAM13,6,2,4000,Desconectado,523
TAAMBE,533,3,533,Desconectado,43932
TAAMGI,12,2,0,Desconectado,2884
TAAMHM,6,2,4000,Desconectado,349
TAAMHW,12,2,4000,Desconectado,344
TAAMJN,200,2,4001,Desconectado,13153
TAAMJS,5204,6,4173,Desconectado,3701
TAAOFB,533,3,4001,Desconectado,7362
TAAOGF,99,2,0,Desconectado,4
TAAOJH,6,2,4048,Desconectado,128
TAAOLS,9,2,4134,,6
TAAONB,7,2,0,Desconectado,732
TAAONL,519,3,0,Desconectado,1991
TAAQOT,4,2,4000,Desconectado,5140
TAAQPD,6,2,4022,Desconectado,2149
TB0050,635,11,635,Conectado,95
TB0123,602,11,602,Conectado,744
TB0151,602,11,602,Conectado,1238
TB0223,616,11,616,Conectado,1817
TB0458,533,3,533,Desconectado,4159
TB0487,613,11,613,Conectado,53
TB0516,602,11,602,Conectado,420
TB0547,602,11,602,Conectado,395
TB0548,602,11,602,Conectado,475
TB0580,602,11,602,Conectado,725
TB0598,632,11,632,Conectado,177
TB0612,611,11,611,Conectado,242
TB0659,604,11,604,Conectado,3
TB0701,611,11,611,Conectado,479
TB0713,602,11,602,Conectado,141
TB0715,611,11,611,Conectado,318
TB0727,605,11,605,Conectado,331
TB0731,601,11,601,Conectado,767
TB0738,5,2,4024,Desconectado,1766
TB0752,602,11,602,Conectado,689
TB0764,602,11,602,Conectado,1971
TB0766,604,11,604,Conectado,23
TB0789,602,11,602,Conectado,507
TB0791,613,11,613,Conectado,549
TB0799,602,11,602,Conectado,748
TB0806,601,11,601,Conectado,1631
TB0811,602,11,602,Conectado,631
TB0835,602,11,602,Conectado,734
TB0849,611,11,611,Conectado,648
TB0901,607,11,607,Conectado,1036
TB0902,602,11,602,Conectado,461
TB0924,611,11,611,Conectado,378
TB0925,602,11,602,Conectado,941
TB0930,602,11,602,Conectado,538
TB0987,602,11,602,Conectado,793
TB1005,602,11,602,Conectado,1086
TB1014,616,11,616,Conectado,1003
TB1015,602,11,602,Conectado,749
TB1041,602,11,602,Conectado,625
TB1056,602,11,602,Conectado,998
TB1059,602,11,602,Conectado,861
TB1067,602,11,602,Conectado,1278
TB1092,601,11,601,Conectado,99
TB1101,632,11,632,Conectado,249
TB1105,602,11,602,Conectado,493
TB1197,602,11,602,Conectado,1014
TB1207,602,11,602,Conectado,333
TB1231,602,11,602,Conectado,433
TB1247,602,11,602,Conectado,420
TB1292,604,11,604,Conectado,65
TB1362,607,11,607,Conectado,1805
TB1380,533,11,533,Conectado,3068
TB1406,602,11,602,Conectado,254
TB1418,632,11,632,Conectado,141
TB1468,613,11,613,Conectado,62
TB1474,604,11,604,Conectado,3
TB1475,533,3,4001,Desconectado,2415
TB1479,616,11,616,Conectado,1907
TB1486,604,11,604,Conectado,3
TB1491,601,11,601,Conectado,133
TB1549,602,11,602,Conectado,300
TB1570,200,2,0,Desconectado,5802
TB1613,604,11,604,Conectado,3
TB1633,602,11,602,Conectado,1791
TB1640,604,11,604,Conectado,15
TB1645,602,11,602,Conectado,87
TB1663,602,11,602,Conectado,721
TB1665,602,11,602,Conectado,517
TB1675,604,11,604,Conectado,22
TB1687,606,11,606,Conectado,569
TB1696,602,11,602,Conectado,337
TB1718,613,11,613,Conectado,457
TB1726,601,11,601,Conectado,3016
TB1733,604,11,604,Conectado,3
TB1739,602,11,602,Conectado,173
TB1772,608,11,608,Conectado,344
TB1827,602,11,602,Conectado,549
TB1833,604,11,604,Conectado,3
TB1856,613,11,613,Conectado,1849
TB1896,602,11,602,Conectado,773
TB1914,602,11,602,Conectado,1232
TB1918,607,11,607,Conectado,712
TB1925,602,11,602,Conectado,1305
TB1937,632,11,632,Conectado,188
TB1944,602,11,602,Conectado,244
TB1978,602,11,602,Conectado,708
TB2014,602,11,602,Conectado,436
TB2021,602,11,602,Conectado,125
TB2025,602,11,602,Conectado,1377
TB2086,602,11,602,Conectado,669
TB2095,602,11,602,Conectado,981
TB2113,616,11,616,Conectado,721
TB2138,602,11,602,Conectado,677
TB2156,602,11,602,Conectado,809
TB2230,602,11,602,Conectado,709
TB2234,602,11,602,Conectado,60
TB2240,601,11,601,Conectado,415
TB2246,606,11,606,Conectado,28
TB2307,6,2,4024,Desconectado,1855
TB2359,604,11,604,Conectado,3
TB2395,602,11,602,Conectado,694
TB2401,722,9,3502,Desconectado,33776
TB2409,12,2,4024,Desconectado,1641
TB2429,602,11,602,Conectado,375
TB2448,602,11,602,Conectado,20
TB2482,602,11,602,Conectado,901
TB2500,604,11,604,Conectado,27
TB2542,602,11,602,Conectado,799
TB2576,616,11,616,Conectado,1535
TB2610,605,11,605,Conectado,591
TB2620,602,11,602,Conectado,406
TB2633,611,11,611,Conectado,42
TB2715,613,11,613,Conectado,203
TB2776,602,11,602,Conectado,761
TB2812,616,11,616,Conectado,1638
TB2829,602,11,602,Conectado,1297
TB2850,602,11,602,Conectado,1052
TB2869,601,11,601,Conectado,866
TB2915,602,11,602,Conectado,533
TB2922,602,11,602,Conectado,307
TB2942,602,11,602,Conectado,127
TB2946,608,11,608,Conectado,531
TB2958,602,11,602,Conectado,26
TB2968,602,11,602,Conectado,312
TB2980,635,11,635,Conectado,155
TB2985,602,11,602,Conectado,869
TB3034,602,11,602,Conectado,295
TB3043,602,11,602,Conectado,582
TB3111,604,11,604,Conectado,9
TB3150,619,11,619,Conectado,294
TB3181,602,11,602,Conectado,749
TB3185,602,11,602,Conectado,747
TB3191,611,11,611,Conectado,299
TB3207,602,11,602,Conectado,893
TB3209,632,11,632,Conectado,1190
TB3214,602,11,602,Conectado,596
TB3236,602,11,602,Conectado,783
TB3237,602,11,602,Conectado,175
TB3288,619,11,619,Conectado,303
TB3291,12,2,4000,Desconectado,35221
TB3389,604,11,604,Conectado,18
TB3482,602,11,602,Conectado,825
TB3493,516,3,0,Desconectado,415
TB3507,604,11,604,Conectado,3
TB3520,611,11,611,Conectado,453
TB3522,602,11,602,Conectado,706
TB3542,607,11,607,Conectado,845
TB3544,602,11,602,Conectado,1057
TB3547,613,11,613,Conectado,233
TB3552,602,11,602,Conectado,1228
TB3602,602,11,602,Conectado,410
TB3641,601,11,601,Conectado,705
TB3655,602,11,602,Conectado,553
TB3671,607,11,607,Conectado,363
TB3721,613,11,613,Conectado,28
TB3740,533,11,0,Conectado,2317
TB3744,602,11,602,Conectado,1160
TB3745,602,11,602,Conectado,888
TB3747,602,11,602,Conectado,520
TB3857,604,11,604,Conectado,12
TB3859,602,11,602,Conectado,1197
TB3904,616,11,616,Conectado,464
TB3918,605,11,605,Conectado,103
TB3925,602,11,602,Conectado,894
TB3936,602,11,602,Conectado,1387
TB3969,602,11,602,Conectado,828
TB3988,602,11,602,Conectado,1447
TB4028,602,11,602,Conectado,998
TB4035,602,11,602,Conectado,475
TB4074,602,11,602,Conectado,261
TB4082,611,11,611,Conectado,1503
TB4090,602,11,602,Conectado,271
TB4095,602,11,602,Conectado,683
TB4131,606,11,606,Conectado,94
TB4132,602,11,602,Conectado,1087
TB4135,602,11,602,Conectado,693
TB4138,611,11,611,Conectado,502
TB4155,604,11,604,Conectado,3
TB4166,611,11,611,Conectado,293
TB4172,635,11,635,Conectado,581
TB4187,604,11,604,Conectado,28
TB4228,635,11,635,Conectado,951
TB4232,601,11,601,Conectado,1007
TB4238,602,11,602,Conectado,529
TB4253,602,11,602,Conectado,356
TB4293,613,11,613,Conectado,19
TB4322,602,11,602,Conectado,417
TB4327,602,11,602,Conectado,1071
TB4332,602,11,602,Conectado,217
TB4355,602,11,602,Conectado,993
TB4358,619,11,619,Conectado,538
TB4359,602,11,602,Conectado,1146
TB4370,619,11,619,Conectado,363
TB4380,602,11,602,Conectado,581
TB4388,533,3,4177,Desconectado,2506
TB4390,616,11,616,Conectado,933
TB4393,602,11,602,Conectado,209
TB4400,602,11,602,Conectado,1559
TB4410,602,11,602,Conectado,795
TB4412,606,11,606,Conectado,199
TB4413,601,11,601,Conectado,1475
TB4421,607,11,607,Conectado,383
TB4434,613,11,613,Conectado,237
TB4453,608,11,608,Conectado,347
TB4565,616,11,616,Conectado,2567
TB4603,602,11,602,Conectado,555
TB4613,613,11,613,Conectado,901
TB4615,602,11,602,Conectado,755
TB4628,635,11,635,Conectado,639
TB4652,602,11,602,Conectado,704
TB4659,601,11,601,Conectado,930
TB4671,602,11,602,Conectado,608
TB4698,602,11,602,Conectado,375
TB4721,601,11,601,Conectado,112
TB4727,602,11,602,Conectado,1521
TB4732,602,11,602,Conectado,658
TB4733,601,11,601,Conectado,850
TB4737,602,11,602,Conectado,278
TB4779,602,11,602,Conectado,1016
TB4804,602,11,602,Conectado,1389
TB4808,602,11,602,Conectado,784
TB4835,602,11,602,Conectado,35
TB4850,602,11,602,Conectado,499
TB4852,602,11,602,Conectado,1363
TB4880,602,11,602,Conectado,1619
TB4892,9,2,4134,,8
TB4910,601,11,601,Conectado,214
TB4912,602,11,602,Conectado,1121
TB4951,602,11,602,Conectado,1505
TB4967,602,11,602,Conectado,267
TB5056,604,11,604,Conectado,9
TB5148,602,11,602,Conectado,209
TB5225,616,11,616,Conectado,1481
TB5304,601,11,601,Conectado,246
TB5383,602,11,602,Conectado,1185
TB5391,616,11,616,Conectado,614
TB5520,602,11,602,Conectado,401
TB5558,610,11,610,Conectado,1314
TB5585,608,11,608,Conectado,56
TB5599,611,11,611,Conectado,333
TB5665,632,11,632,Conectado,159
TB5707,602,11,602,Conectado,45
TB5735,601,11,601,Conectado,151
TB5745,601,11,601,Conectado,254
TB5773,602,11,602,Conectado,1363
TB5783,635,11,635,Conectado,501
TB5891,610,11,610,Conectado,739
TB5934,601,11,601,Conectado,365
TB5965,611,11,611,Conectado,173
TB6029,602,11,602,Conectado,127
TB6054,602,11,602,Conectado,561
TB6189,602,11,602,Conectado,741
TB6225,611,11,611,Conectado,871
TB6365,607,11,607,Conectado,547
TB6386,607,11,607,Conectado,415
TB6412,605,11,605,Conectado,239
TB6431,602,11,602,Conectado,2642
TB6500,606,11,606,Conectado,68
TB6503,602,11,602,Conectado,425
TB6548,602,11,602,Conectado,571
TB6594,602,11,602,Conectado,1043
TB6627,635,11,635,Conectado,1174
TB6654,533,3,533,Desconectado,2512
TB6685,607,11,607,Conectado,729
TC0263,501,3,0,Desconectado,181
TCABJ7,818,13,818,Conectado,1033
TCAJID,12,2,4033,Desconectado,3132
TCAKDA,519,3,0,Desconectado,701
TCALKI,818,13,818,Conectado,94
TCAOQO,9,2,4134,,4
TCATXY,722,9,3502,Desconectado,3248
TCAWV5,601,11,601,Conectado,125
TCB063,604,11,604,Conectado,3
TD0010,818,13,818,Conectado,503
TD0066,805,13,805,Conectado,417
TD0069,817,13,817,Conectado,2857
TD0078,805,13,805,Conectado,1587
TD0106,821,13,821,Conectado,819
TD0111,818,13,818,Conectado,955
TD0123,805,13,805,Conectado,3499
TD0133,818,13,818,Conectado,154
TD0135,805,13,805,Conectado,3504
TD0142,818,13,818,Conectado,72
TD0181,805,13,805,Conectado,5895
TD0277,805,13,805,Conectado,1892
TD0290,805,13,805,Conectado,4376
TD0317,805,13,805,Conectado,3628
TD0324,807,13,807,Conectado,366
TD0341,821,13,821,Conectado,2561
TD0342,805,13,805,Conectado,1560
TD0344,805,13,805,Conectado,4447
TD0358,817,13,817,Conectado,11309
TD0407,821,13,821,Conectado,682
TD0421,805,13,805,Conectado,1100
TD0472,814,13,814,Conectado,4626
TD0505,818,13,818,Conectado,368
TD0532,805,13,805,Conectado,373
TD0567,818,13,818,Conectado,193
TD0569,805,13,805,Conectado,3438
TD0647,818,13,818,Conectado,38571
TD0659,805,13,805,Conectado,3128
TD0675,818,13,818,Conectado,172
TD4347,602,11,602,Conectado,1083
TDC00W,738,9,3502,Desconectado,7042
TDC00X,722,9,3502,Desconectado,33693
TDC011,98,2,4134,,4
TDC01Q,722,9,3502,Desconectado,12424
TDC01U,722,9,3502,Desconectado,6482
TDC01Y,738,9,4050,Desconectado,29953
TDC01Z,738,9,3502,Desconectado,30252
TDC023,722,9,3502,Desconectado,32082
TDC04H,738,9,4050,Desconectado,8756
TDC04Q,722,9,3502,Desconectado,15928
TDC06S,722,9,3502,Desconectado,7928
TDC098,722,9,3502,Desconectado,7319
TDC099,722,9,3502,Desconectado,8313
TDC0GU,722,9,3502,Desconectado,35549
TDC0I6,738,9,3502,Desconectado,54823
TDC0IN,738,9,4050,Desconectado,123800
TDC0J5,738,9,3502,Desconectado,4291
TDC0KP,738,9,4050,Desconectado,17116
TDC0QT,738,9,4050,Desconectado,7109
TDC0SP,722,9,3502,Desconectado,229
TDC0VF,738,9,3502,Desconectado,1082
TDC13Q,722,9,3502,Desconectado,766
TDC14T,738,9,4050,Desconectado,3078
TDC1FK,722,9,3502,Desconectado,8058
TDC1GA,722,9,3502,Desconectado,72337
TDC1IM,722,9,3502,Desconectado,595
TDC1IR,722,9,3502,Desconectado,7448
TDC1J5,722,9,3502,Desconectado,22348
TDC1J8,738,9,3502,Desconectado,20743
TDC1J9,722,9,3502,Desconectado,7646
TDC1KC,738,9,3502,Desconectado,36575
TDC1KD,738,9,3502,Desconectado,13108
TDC1KH,738,9,4050,Desconectado,46316
TDC1KP,722,9,3502,Desconectado,12488
TDC1KW,738,9,3502,Desconectado,54294
TDC1KY,722,9,3502,Desconectado,3365
TDC1NE,738,9,4050,Desconectado,31935
TDC1NV,738,9,3502,Desconectado,63277
TDC213,9,2,4134,,6
TDC26R,533,3,4001,Desconectado,1858
TDC31X,99,2,0,Desconectado,2
TDC41P,6,2,4024,Desconectado,480
TDC520,533,3,533,Desconectado,250261
TDC9RK,6,2,4024,Desconectado,377
TDC9WL,4093,2,0,Desconectado,125
TDC9YW,507,3,0,Desconectado,11
TDCA3F,99,2,0,Desconectado,2
TDCA4G,4012,0,0,Desconectado,44
TDCA4S,4093,2,4024,Desconectado,45
TDCGA4,4012,0,0,Desconectado,82
TDCGLR,6,2,4022,Desconectado,360
TDCGM3,2,2,4024,Desconectado,238
TEVN70,5625,6,4000,Desconectado,2144
TEVNT2,9,2,4134,,4
TEVNVS,5508,6,4000,Desconectado,5069
TEVNZF,5200,6,0,Desconectado,9201
TEVOMQ,5629,6,4016,Desconectado,2941
TEVOTB,5629,6,3999,Desconectado,557
TEVOVX,5631,6,4000,Desconectado,16151
TEVP48,5508,6,4000,Desconectado,1000
TEVS97,5629,6,3999,Desconectado,1097
TEVSA1,5617,6,4000,Desconectado,6261
TEVSAQ,5629,6,4000,Desconectado,1791
TEVSAU,5511,6,4173,Desconectado,1166
TEVVHG,4093,2,4000,Desconectado,87
TEVVHT,4,2,4000,Desconectado,3030
TEVVMX,533,3,533,Desconectado,30692
TEVVQC,2,2,4024,Desconectado,618
TEVVT0,5625,6,4000,Desconectado,1535
TEVVTC,2,2,4000,Desconectado,6747
TEVVV0,69,2,4000,Desconectado,6525
TEVVV1,99,2,0,Desconectado,4
TEVVV4,5503,6,4000,Desconectado,10108
TEVVV9,4,2,4000,Desconectado,1452
TEVVVO,520,3,0,Desconectado,1619
TEVYDI,817,13,817,Conectado,15755
TEVYXQ,9,2,4134,,6
TEVZID,6,2,4000,Desconectado,644
TEVZY8,520,3,4017,Desconectado,349
TEWA34,821,13,821,Conectado,5086
TEWAA8,5,2,4016,Desconectado,348
TEWBFO,5,2,4000,Desconectado,1788
TEWBIY,4,2,4132,Desconectado,1729
TEWBJ0,5,2,4000,Desconectado,1306
TEWBJ1,5508,6,4173,Desconectado,4473
TEWBJ8,5,2,4000,Desconectado,771
TEWBJI,533,3,533,Desconectado,16347
TEWBP2,4093,2,4093,Negado,26
TEWBPO,2,2,4000,Desconectado,1181
TEWBQJ,5,2,0,Desconectado,1052
TEWBQT,5075,1,4000,Desconectado,1102
TEWBTY,2,2,4000,Desconectado,53754
TEWDR7,2,2,4022,Desconectado,485
TEWEF8,722,9,3502,Desconectado,7463
TEWEF9,6,2,4048,Desconectado,79
TEWEPY,524,3,0,Desconectado,600
TEWERU,4,2,4000,Desconectado,6184
TEWERY,28,2,0,Desconectado,2500
TEWGR8,5,2,4173,Desconectado,2242
TEWGVB,2,2,4118,Desconectado,2661
TEWGVH,5,2,4173,Desconectado,1413
TEWLOI,515,3,0,Desconectado,296
TEWLRQ,2,2,0,Desconectado,14095
TEWLRU,9,2,4134,,4
TEWLVK,4,2,4000,Desconectado,2825
TEWLYB,200,2,0,Desconectado,4554
TEWOW7,722,9,3502,Desconectado,1018
TEWOWF,506,3,0,Desconectado,505
