CD_CLIENTE;DS_PROD_moda;DS_LIN_REC_moda;CIDADE_moda;DS_CNAE_moda;DS_SEGMENTO_moda;DS_SUBSEGMENTO_moda;MARCA_TOTVS_moda;MODAL_COMERC_moda;PAIS_moda;PERIODICIDADE_moda;UF_moda;VL_TOTAL_CONTRATO_soma;faixa_vl_total_soma_contratos;DIAS_CLIENTE;QTD_CONTRATACOES_12M;VLR_CONTRATACOES_12M
TFBQUH;SMS USUARIO RETAGUARDA WT;CDU TOTVS SERIE T;BACABAL;Comercio atacadista de produtos alimenticios em geral;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MA;11062.883660989739;0.0-0.5M;2860;1.0;2628.25162642343
TFBQY8;LIC LOJA LIVE PCT AVANCADO-5US;CDU BEMATECH;SAOJOAQUIMDABARRA;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;136.6169567426559;0.0-0.5M;2763;0.0;0.0
TFBQYA;PACK TOTVS VISIB DISTR 10;SAAS SERIE T;ARAXA;Fabricacao de outros produtos alimenticios nao especificados anteriormente;MANUFATURA;BENS DE CONSUMO;MANUFATURA - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;146684.07270890693;0.0-0.5M;2852;2.0;68830.4335059865
TFBQZU;SMS USUARIO RETAGUARDA WT;CDU TOTVS SERIE T;GOIANIA;Comercio por atacado de pecas e acessorios novos para veiculos automotores;VAREJO;CONCESSIONARIA DE VEICULOS;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;GO;87997.53862399611;0.0-0.5M;3933;4.0;17586.8709295513
TFBR10;ADESAO N OTIM LOGIS PLAN 1000;CDU TOTVS SERIE T;MARINGA;Abate de aves;MANUFATURA;BENS DE CONSUMO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PR;1880805.622456863;1.5-2.0M;2852;2.0;391.370713238594
TFBR19;TRANS DOC ELETR TSS EXCEDENTE;CLOUD COMPUTING.;SOBRAL;Comercio a varejo de pneumaticos e camaras-de-ar;VAREJO;CONCESSIONARIA DE VEICULOS;CLOUD INTERA;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;CE;3329.0640766572315;0.0-0.5M;2852;0.0;0.0
TFBR54;INTERA BACKOFFICE: QUARTETO;SAAS INTERA SOFTWARE;OSASCO;Fabricacao de embalagens de material plastico;MANUFATURA;METAL-MECANICO & PLASTICO;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;7759.0006899663495;0.0-0.5M;1858;0.0;0.0
TFBRA0;ADESAO TOTVS P;SAAS TEF;CURITIBA;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PR;667.9256740445632;0.0-0.5M;2823;0.0;0.0
TFBRAR;LICENCA MUD DE RZ/CNPJ;SMS TOTVS SERIE T;SAOJOSEDERIBAMAR;Comercio atacadista especializado em outros produtos alimenticios nao especificados anteriormente;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MA;2093.2014760640805;0.0-0.5M;4094;0.0;0.0
TFBRBL;ID INT COMP: DO 1 AO 15;CLOUD COMPUTING.;BAURU;Fabricacao de materiais para medicina e odontologia;MANUFATURA;BENS DURAVEIS;CROSS - INTERA;MODALIDADE INTERA 17;105;00 - Mensal;SP;36995.3068874811;0.0-0.5M;2841;2.0;30017.4039157611
TFBRC1;ID INT COMP: DO 1 AO 15;SAAS INTERA SOFTWARE;SAOPAULO;Comercio atacadista de frutas, verduras, raizes, tuberculos, hortalicas e legumes frescos;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;CROSS - INTERA;MODALIDADE INTERA 17;105;00 - Mensal;SP;38331.027915991785;0.0-0.5M;2840;1.0;32408.9237222248
TFBRCO;CDU CORP TOTVS EDUCACIONAL 1.0;CDU TOTVS SERIE T;RIODEJANEIRO;Ensino de idiomas;EDUCACIONAL;EDUCACAO CONTINUADA;EDUCACIONAL - CORPORATIVO;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;RJ;123014.0351982516;0.0-0.5M;2844;4.0;34189.7533727083
TFBREC;LICENCA CNPJ NOVA FILIAL;CDU TOTVS SERIE T;CACOAL;Comercio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e feculas, com atividade de fracionamento e acondicionamento associada;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;RO;1681.5471510252678;0.0-0.5M;2834;0.0;0.0
TFBREI;CLOUD  EXPRESS SERIE T 36M;CLOUD COMPUTING.;LOUVEIRA;Comercio a varejo de pecas e acessorios novos para veiculos automotores;VAREJO;CONCESSIONARIA DE VEICULOS;CLOUD;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;SP;7241.800117991177;0.0-0.5M;2838;0.0;0.0
TFBRF5;ADESAO TOTVS PRIME;CDU TOTVS SERIE T;SAOPAULO;Comercio atacadista de outros produtos quimicos e petroquimicos nao especificados anteriormente;LOGISTICA;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - PARCEIRO;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;126872.53307182457;0.0-0.5M;2837;1.0;23847.2343025705
TFBRG0;TEF TOTVS CLOUD PDV ADICIONAL;SAAS TEF;BRASILIA;Comercio atacadista de mercadorias em geral, com predominancia de produtos alimenticios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;DF;13766.577711737866;0.0-0.5M;2833;1.0;253.025971117722
TFBRGH;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;BARUERI;Transporte rodoviario de carga, exceto produtos perigosos e mudancas, intermunicipal, interestadual e internacional;LOGISTICA;TRANSPORTADOR;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;11085.832518361216;0.0-0.5M;2834;0.0;0.0
TFBRIU;INTERA COMBO 4 V 1º AO 20º;SAAS INTERA SOFTWARE;MANAUS;Comercio atacadista de joias, relogios e bijuterias, inclusive pedras preciosas e semipreciosas lapidadas;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;AM;6518.156518392208;0.0-0.5M;2832;0.0;0.0
TFBRJ4;SMS USU RADIO FREQUENCIA WT;SMS TOTVS SERIE T;BRASILIA;Comercio varejista de produtos alimenticios em geral ou especializado em produtos alimenticios nao especificados anteriormente;VAREJO;SUPERMERCADO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;DF;51724.62258661835;0.0-0.5M;2830;1.0;337.674843078155
TFBRJW;CDU PLANNING STANDARD USER;SAAS INTERA SOFTWARE;SAOPAULO;Outras sociedades de participacao, exceto holdings;SERVICOS;OUTRAS ATIVIDADES DE SERVIÇOS FINANCEIRO;BACKOFFICE - PARCEIRO;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;201310.38682444507;0.0-0.5M;2831;1.0;174.628235063387
TFBRJZ;CDU CORP TOTVS EDUCACIONAL 1.0;SAAS SERIE T;CAMPINAS;Ensino medio;EDUCACIONAL;BASICO;EDUCACIONAL - CORPORATIVO;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;302838.61631555046;0.0-0.5M;2832;2.0;38.8940883679936
TFBRK2;SMS USUARIO RETAGUARDA WT;SMS TOTVS SERIE T;SALVADOR;Comercio atacadista de produtos alimenticios em geral;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;BA;21282.263341106394;0.0-0.5M;2825;3.0;2278.25527739991
TFBRLC;CDU CORP TOTVS VAREJO RB1.8;CDU TOTVS SERIE T;NOVAFRIBURGO;Comercio varejista de artigos do vestuario e acessorios;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;RJ;20457.94996911788;0.0-0.5M;2830;1.0;0.00420385736791976
TFBRLL;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;ITAJAI;Comercio atacadista de outros produtos quimicos e petroquimicos nao especificados anteriormente;LOGISTICA;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;162101.43374345172;0.0-0.5M;2830;2.0;29282.0651849646
TFBRM5;CDU SISJURI PLUS;CDU TOTVS SERIE T;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;67819.81358316644;0.0-0.5M;2825;2.0;4696.56626686943
TFBRNE;LICENCA CNPJ DISTRIBUIDOR WT;CDU TOTVS SERIE T;GOIANIA;Comercio atacadista de cosmeticos e produtos de perfumaria;VAREJO;VAREJO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;GO;18637.898329391726;0.0-0.5M;2823;2.0;4365.42001428365
TFBRNO;ADD-ON IOT COLETORES INTERA;SAAS SERIE T;FORTALEZA;Comercio varejista de material eletrico;VAREJO;MATERIAL DE CONSTRUCAO;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;CE;51222.22379643561;0.0-0.5M;2824;3.0;6014.95058759485
TFBRNY;ADESAO TOTVS P;CDU TOTVS SERIE T;SAOPAULO;Atividade medica ambulatorial com recursos para realizacao de procedimentos cirurgicos;SAUDE;CENTROS CLINICOS;CLOUD;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;280.51919830391785;0.0-0.5M;635;0.0;0.0
TFBRO8;TEF TOTVS CLOUD PDV PRINCIPAL;CONSULTORIA TRADICIONAL AMS;RECIFE;Ensino de esportes;EDUCACIONAL;EDUCACAO CONTINUADA;CLOUD;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;PE;11404.585799426359;0.0-0.5M;2823;2.0;5697.17680529643
TFBRPG;SMS USUARIO RETAGUARDA WT;CDU TOTVS SERIE T;TERESINA;Fabricacao de massas alimenticias;MANUFATURA;BENS DE CONSUMO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PI;64549.83472181532;0.0-0.5M;3933;0.0;0.0
TFBRQB;ADESAO INTERA RH PRIME;SAAS INTERA SOFTWARE;PIRACICABA;Fabricacao de cabines, carrocerias e reboques para outros veiculos automotores, exceto caminhoes e onibus;MANUFATURA;METAL-MECANICO & PLASTICO;RH - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;26862.728454297256;0.0-0.5M;2816;0.0;0.0
TFBRQP;PRODUTIVIDADE E COLAB FLUIG;SAAS SERIE T;CURITIBA;Servico de taxi aereo e locacao de aeronaves com tripulacao;SERVICOS;VIAGENS;CLOUD;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PR;97273.45500274524;0.0-0.5M;2816;3.0;15937.2268520911
TFBSJ9;ADESAO DE SOFTWARE  -  AC MOD;SAAS SERIE T;UMUARAMA;Comercio a varejo de automoveis, camionetas e utilitarios novos;VAREJO;CONCESSIONARIA DE VEICULOS;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PR;4613.262629266734;0.0-0.5M;4275;0.0;0.0
TFBSJP;LOCACAO DE SOFTWARE - LU MENS.;SAAS SERIE T;POMERODE;Confeccao de pecas do vestuario, exceto roupas intimas e as confeccionadas sob medida;MANUFATURA;TEXTIL & VESTUARIO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SC;191453.67391945887;0.0-0.5M;4142;3.0;6180.64982960877
TFBSJX;LOCACAO DE SOFTWARE  - L.UANUA;SAAS SERIE T;SAOPAULO;Confeccao de pecas do vestuario, exceto roupas intimas e as confeccionadas sob medida;MANUFATURA;TEXTIL & VESTUARIO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;11 - Anual;SP;3845.348207726197;0.0-0.5M;6535;0.0;0.0
TFBSKB;LOCACAO DE SOFTWARE VS PLUS;SAAS SERIE T;CIANORTE;Confeccao de pecas do vestuario, exceto roupas intimas e as confeccionadas sob medida;MANUFATURA;TEXTIL & VESTUARIO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PR;222314.6364662383;0.0-0.5M;6340;1.0;24.7649237544153
TFBSL7;LOCACAO DE SOFTWARE VS PL -13;SAAS SERIE T;PARANAVAI;Gestao e administracao da propriedade imobiliaria*;CONSTRUCAO E PROJETOS;SHOPPING;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PR;99629.67922274805;0.0-0.5M;6009;1.0;111.889867704552
TFBSL9;SAAS VA SALES;SAAS SERIE T;VILAVELHA;Confeccao de pecas do vestuario, exceto roupas intimas e as confeccionadas sob medida;MANUFATURA;TEXTIL & VESTUARIO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;ES;50652.247999063584;0.0-0.5M;3877;4.0;4812.52546850613
TFBSLI;BONUS PERMMENSALIDADE - V -13;SAAS SERIE T;SAOPAULO;Comercio atacadista de artigos do vestuario e acessorios, exceto profissionais e de seguranca;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;57687.29400398578;0.0-0.5M;4359;1.0;1261.98537027741
TFBSLX;ADESAO DE SOFTWARE VS SALES;SAAS SERIE T;BELOHORIZONTE;Comercio varejista de artigos do vestuario e acessorios;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;6917.178252040416;0.0-0.5M;6093;0.0;0.0
TFBSMM;LOCACAO DE SOFTWARE MOBILE;SAAS SERIE T;SAOPAULO;Confeccao de pecas do vestuario, exceto roupas intimas e as confeccionadas sob medida;MANUFATURA;TEXTIL & VESTUARIO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;303907.93890265626;0.0-0.5M;3204;1.0;1361.73029404604
TFBSMQ;LOCACAO DE SOFTWARE  - AC APON;SAAS SERIE T;BELOHORIZONTE;Confeccao de pecas do vestuario, exceto roupas intimas e as confeccionadas sob medida;MANUFATURA;TEXTIL & VESTUARIO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;17798.123170003964;0.0-0.5M;4342;1.0;94.5867907781946
TFBSNE;LOCACAO DE SOFTWARE VS PL -13;SAAS SERIE T;MARINGA;Confeccao de pecas do vestuario, exceto roupas intimas e as confeccionadas sob medida;MANUFATURA;TEXTIL & VESTUARIO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;PR;354.7677271361163;0.0-0.5M;5410;0.0;0.0
TFBSOJ;ID INT COMP: DO 1 AO 15;SAAS INTERA SOFTWARE;PIRACICABA;Fabricacao de produtos quimicos organicos nao especificados anteriormente;MANUFATURA;QUIMICA & RECICLAGEM;CROSS - INTERA;MODALIDADE INTERA 17;105;00 - Mensal;SP;45994.50855884426;0.0-0.5M;2812;2.0;29584.5537418732
TFBSPA;SMS USUARIO RETAGUARDA WT;CDU TOTVS SERIE T;SERRA;Comercio atacadista de mercadorias em geral, sem predominancia de alimentos ou de insumos agropecuarios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;ES;51648.150217238544;0.0-0.5M;1431;3.0;19354.2019940263
TFBSQB;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;ALAGOINHAS;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgencias;SAUDE;HOSPITAIS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;BA;50749.84895557461;0.0-0.5M;2809;0.0;0.0
TFBSTH;ADESAO TOTVS P;CDU PLATAFORMA TOTVS INTERA SO;SAOPAULO;Servicos de engenharia;CONSTRUCAO E PROJETOS;ENGENHARIA & DESIGN;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;3013.8084049221998;0.0-0.5M;2804;0.0;0.0
TFBSVB;CDU CORP TOTVS MANUFATURA RB2;CDU TOTVS SERIE T;JOINVILLE;Fabricacao de artefatos de material plastico para outros usos nao especificados anteriormente;MANUFATURA;METAL-MECANICO & PLASTICO;FLUIG - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SC;286279.9836750481;0.0-0.5M;2799;6.0;49342.7674482434
TFBSVT;TEF TOTVS CLOUD PDV ADICIONAL;CDU TOTVS SERIE T;CAMPINAGRANDE;Comercio atacadista de material eletrico;VAREJO;MATERIAL DE CONSTRUCAO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PB;112884.05474892109;0.0-0.5M;2792;5.0;8296.22843844229
TFBSW3;CDU LGT LOJA PDV TRAD;CDU TOTVS SERIE T;BRASILIA;Comercio varejista de artigos do vestuario e acessorios;VAREJO;MODA;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;DF;1014.5168986000756;0.0-0.5M;2799;0.0;0.0
TFBSWH;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SOROCABA;Atividades de cobrancas e informacoes cadastrais;MANUFATURA;BENS DE CONSUMO;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;407174.597938832;0.0-0.5M;1943;3.0;19367.4231254484
TFBSYD;AHGORA ESTRATEGICO;SAAS SERIE T;SAOPAULO;Comercio varejista de ferragens e ferramentas;VAREJO;MATERIAL DE CONSTRUCAO;RH - CORE;NAO INFORMADO;105;00 - Mensal;SP;163.88737948835188;0.0-0.5M;2795;0.0;0.0
TFBSYK;CONTRATO LIRA NETWORK;SMS TOTVS SERIE T;MONTESCLAROS;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - hipermercados;VAREJO;SUPERMERCADO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;13486.495714600207;0.0-0.5M;2791;0.0;0.0
TFBSZN;LIC LOJA LIVE PCT AVANCADO-5US;CDU BEMATECH;PORTOVELHO;Comercio varejista de produtos alimenticios em geral ou especializado em produtos alimenticios nao especificados anteriormente;VAREJO;SUPERMERCADO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RO;485.444633417902;0.0-0.5M;2791;0.0;0.0
TFBSZW;ID INT COMP: DO 1 AO 15;SAAS INTERA SOFTWARE;BRUMADINHO;Extracao de minerio de ferro;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;RH - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MG;68353.45544130755;0.0-0.5M;2791;3.0;804.626707934578
TFBT24;SMS USUARIO RETAGUARDA WT;CDU TOTVS SERIE T;APARECIDADEGOIANIA;Comercio atacadista de mercadorias em geral, sem predominancia de alimentos ou de insumos agropecuarios;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;GO;136056.20420834952;0.0-0.5M;2790;1.0;2174.86981315066
TFBT40;ID INT COMP: DO 1 AO 15;SAAS INTERA SOFTWARE;LENCOISPAULISTA;Fabricacao de vinagres;MANUFATURA;BENS DE CONSUMO;CROSS - INTERA;MODALIDADE INTERA 17;105;00 - Mensal;SP;28303.9494873133;0.0-0.5M;2791;0.0;0.0
TFBT52;ADESAO TOTVS P;CDU BEMATECH;PORTOVELHO;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;RO;73.2017683475867;0.0-0.5M;2791;0.0;0.0
TFBT97;LIC LOJA LIVE RETAIL APP;CDU BEMATECH;SAORAIMUNDODASMANGABEIRAS;Comercio atacadista de cosmeticos e produtos de perfumaria;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MA;46.55772034971132;0.0-0.5M;2791;0.0;0.0
TFBTA5;CONTRATO SOFTWARE EXPRESS;SMS TOTVS SERIE T;BELOHORIZONTE;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - hipermercados;VAREJO;SUPERMERCADO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;MG;13424.547672426543;0.0-0.5M;2790;0.0;0.0
TFBTAN;ID INT COMP: DO 1 AO 15;SAAS INTERA SOFTWARE;RIOGRANDE;Incorporacao de empreendimentos imobiliarios;CONSTRUCAO E PROJETOS;INCORPORADORAS;CROSS - INTERA;MODALIDADE INTERA 17;105;00 - Mensal;RS;4538.005174666232;0.0-0.5M;2790;0.0;0.0
TFBTBH;LIC LOJA LIVE RETAIL APP;CDU BEMATECH;RIACHAO;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;MA;46.55772034971132;0.0-0.5M;2790;0.0;0.0
TFBTD8;LIC LOJA LIVE RETAIL APP;CDU BEMATECH;LARANJALDOJARI;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;AP;68.4135748055262;0.0-0.5M;2790;0.0;0.0
TFBTDG;LIC LOJA LIVE RETAIL APP;CDU BEMATECH;MACAPA;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;AP;68.4135748055262;0.0-0.5M;2790;0.0;0.0
TFBTEA;MANUTENCAO RETAIL APP;SAAS BEMATECH;SANTANA;Comercio varejista de cosmeticos, produtos de perfumaria e de higiene pessoal;VAREJO;DROGARIA;DISTRIBUICAO & VAREJO - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;AP;46.5535164923434;0.0-0.5M;2790;0.0;0.0
TFBTEW;SETUP;SAAS INTERA SOFTWARE;SAOPAULO;Comercio varejista de artigos medicos e ortopedicos;MANUFATURA;BENS DE CONSUMO;CLOUD;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;SP;400461.57161214994;0.0-0.5M;3932;2.0;6364.21966929372
TFBTF3;ADESAO TOTVS P;CLOUD COMPUTING.;NOVALIMA;Servicos de engenharia;CONSTRUCAO E PROJETOS;ENGENHARIA & DESIGN;CLOUD;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;MG;8308.125354793498;0.0-0.5M;1574;1.0;3839.47962284058
TFBTHK;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SAOPAULO;Comercio atacadista de instrumentos e materiais para uso medico, cirurgico, hospitalar e de laboratorios;LOGISTICA;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;71334.54102047777;0.0-0.5M;2783;1.0;281.561754931162
TFBTIH;ADD-ON WEBSERVICES INTERA;SAAS INTERA SOFTWARE;BELOHORIZONTE;Administracao publica em geral;SERVICOS;PUBLICO;CROSS - INTERA;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;MG;88918.25485314583;0.0-0.5M;2782;1.0;3365.63763575813
TFBTMK;ADESAO AVALIACAO DE DESEMPENHO;SAAS SERIE T;SAOPAULO;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgencias;SAUDE;HOSPITAIS;FEEDZ;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;1250.7904981066347;0.0-0.5M;1101;0.0;0.0
TFBTMT;ID INT COMP: DO 1 AO 15;SAAS INTERA SOFTWARE;SAOPAULO;Atividades de consultoria e auditoria contabil e tributaria;SERVICOS;PROVEDOR SERVICOS;CROSS - INTERA;MODALIDADE INTERA 17;105;00 - Mensal;SP;6017.901695467121;0.0-0.5M;2771;0.0;0.0
TFBTN8;LICENCA CNPJ DISTRIBUIDOR WT;CDU TOTVS SERIE T;APARECIDADEGOIANIA;Transporte rodoviario de carga, exceto produtos perigosos e mudancas, intermunicipal, interestadual e internacional;LOGISTICA;TRANSPORTADOR;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;GO;1902.762533439949;0.0-0.5M;2769;0.0;0.0
TFBTO8;CDU CORP TOTVS SAUDE RB1;SAAS INTERA SOFTWARE;CAMPINAS;Servicos de diagnostico por imagem com uso de radiacao ionizante, exceto tomografia;SAUDE;CENTROS CLINICOS;SAUDE - CORPORATIVO;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;106287.96291878511;0.0-0.5M;2769;1.0;0.0840771473583952
TFBTOH;ID APP LEGAL DESK 1 A 15;SAAS INTERA SOFTWARE;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - PARCEIRO;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;2163.317613103613;0.0-0.5M;2768;0.0;0.0
TFBTOL;TOTVS A ELETRONICA 10 PACK;CLOUD COMPUTING.;JUNDIAI;Ensino fundamental;EDUCACIONAL;BASICO;CLOUD;MODALIDADE SERVICOS RECORRENTES;105;00 - Mensal;SP;10019.805755432018;0.0-0.5M;1103;3.0;9913.69198775099
TFBTPB;CONCILIADOR DE CARTOES TOTVS;SMS TOTVS SERIE T;BELEM;Comercio varejista de mercadorias em geral, com predominancia de produtos alimenticios - supermercados;VAREJO;SUPERMERCADO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;PA;11118.946302848322;0.0-0.5M;2687;0.0;0.0
TFBTPH;ID INT COMP: DO 1 AO 15;SOFTWARE COMPLEMENTAR;BOTUVERA;Extracao de minerais para fabricacao de adubos, fertilizantes e outros produtos quimicos;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;CROSS - INTERA;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SC;11102.698394121318;0.0-0.5M;2767;0.0;0.0
