CD_CLIENTE;DIAS_CLIENTE
TCANN1;4485
TFEDIS;265
TEWP74;5197
TFDOWU;767
TDC06S;3399
TEZCS9;4514
TFCSI9;1787
T74148;6358
TDCD9D;793
TDCD0Z;1348
TEZB57;4680
T80020;5295
TEZBBS;1328
TFEESA;199
TFEC03;328
TFBJRL;3096
TDCG0V;2186
T12870;6750
TDCG27;1046
TD0306;5867
TFBRF5;2837
TFDDVO;1167
TDCA9N;964
T13275;7524
TDCECQ;2319
TFCLMW;2152
TFDQRY;663
T49926;5777
TFECH9;324
TB5665;3421
TFEBZ4;333
T57546;5323
TFCL03;2166
TFCCME;2496
TDCG60;2609
TFBPUA;2869
TDCG0B;1531
TFDCAJ;1245
TB6588;3122
T78204;4899
TFDOZ6;765
TFCW66;1598
T58719;6078
TFCXGE;1544
TDCEEK;823
TEZLS0;3630
TDCDBZ;3065
TDCFOJ;3112
T60992;2860
TFDR18;650
TFCWOD;1605
T15970;6820
TDCHAE;398
TDCA5H;1292
T13666;4475
TDCH3Z;2574
TFCUDW;1696
TCARW8;3126
T23757;12234
TFCBBM;3777
TFDSS0;527
TB4400;3902
TDCA13;1790
TFDVJM;389
TDCFA1;732
TDCEI6;2025
TDCH6F;611
TDC2AZ;1175
T12061;7753
T74391;8364
T05045;9564
T23793;1754
TFCOO2;2025
T77135;6299
TDCCQ2;2533
T84573;5882
TB4132;4213
TFCKON;2183
TB3458;2967
T17348;6414
TEZHDN;4118
TEZGMV;6137
T61561;5960
TDCDLQ;1237
TDCF0T;1343
TFEDFX;269
TFCSIG;1787
TA9009;3649
TB4912;3342
TEXHRJ;8248
TEZASM;4708
TDCDPM;2994
T27699;5207
TEZCXS;4499
T57253;5168
T06131;9277
TFDOR8;783
T05238;9516
TB3521;4187
TFDQII;2475
TEVVGL;5709
TD0358;4342
T49758;4533
TEZGEF;4099
TDCEU3;916
TEZKIY;3827
T17136;6486
TDCHAP;368
TFDCFY;1241
TEZHQL;4071
TFDEBV;2382
T10247;7829
TEVVQC;632
TEVVLM;5644
T59901;6033
TEZNCM;3582
T15583;6906
TFDQOT;668
TEZSOI;3316
TFDUPV;450
TFBLKJ;2917
TFECKF;313
T62498;5770
TFEENX;205
T07742;5905
T06341;6695
TEZBE4;4664
TFDGH5;1056
T03198;9981
TFAIKL;3191
TEZHO0;4077
TDCELO;611
TFECGV;1938
TFEEUE;191
TDC0OT;2090
TEZDLE;4443
TFCLHU;1620
TFBOM4;1361
TEZOHJ;3454
TFBSZW;2791
TDC00T;5711
TCADJM;4163
TDCCYM;4346
TFDQKI;681
TFCRUB;1817
T14861;5928
TFDMBC;877
TDCESQ;1397
TB3508;3207
TFCSNZ;1770
TEZM93;3674
TFCRO4;1830
TCAXOT;4345
TFDGA4;1068
TFDQU2;662
TDCDW1;2377
TB4808;3747
TDCCDB;465
TFCTQR;1726
T07300;8878
TD0532;3931
TFD372;1396
TB5353;3212
TAAOI5;5337
T57506;5227
TFEDGG;269
TFDADM;1349
TFCHWD;2280
T50460;6260
T03386;5835
TEWBJI;5291
TFCXBD;1560
TFDRVG;580
TC2447;2358
TFCRRX;1818
TFCSDV;1776
TEZHOD;4076
TFDRLC;494
T92194;5760
TEVSAU;5626
TEZIEW;4020
TDCH3E;1452
TFDI77;975
TDCCTJ;1195
TFBGUI;3126
TFECGP;324
TDCDQ1;1336
T53787;10393
TFDJC6;912
TDCDHL;940
TDCDGT;1846
TEZIHO;4014
TDC1J5;4891
TFDQZP;654
TFBKXO;6268
T84915;5836
TFCUAK;1671
TFEDZ3;233
TFDQ51;711
TD0659;3341
TFDAO7;1329
TDCGFI;2383
T89811;5786
TDCD6Z;1923
TB1418;3056
T12221;5988
TFDFSZ;1087
TFDH21;1026
TEZMR1;905
TFDAIJ;1339
TFDU84;481
TDCEG4;1755
TFDDDQ;1189
TDCGXJ;1647
TDCC3R;1277
TEXSOY;4924
T52252;5563
TEZHE7;4121
TD0647;3412
TEVVH1;5777
TFEEQH;205
TFDA47;1363
TB3163;2403
TFDJHZ;905
TFEDFL;272
TDCCDN;1579
TEZJXZ;3859
TFEEOK;205
TFDVJP;387
TFDOU7;779
T37142;4925
TEVYDI;3747
TFBXDL;6073
T75558;5667
TDCDDX;975
T14119;7354
TFCUYD;1655
TDC0T8;2577
TFCEQI;2418
TDCGZA;1242
TDC0X5;2455
TDCG4D;905
TFC318;5337
T16072;6752
TEZGEO;4199
TFCUDL;1696
TFDGT5;1035
T42110;5494
TEZJQJ;3433
TDC9YB;1423
TFCSNW;1770
TFCFVL;2368
T53634;6555
TFCTGY;1333
T10289;8195
TEZPG9;2650
TB5687;3205
TFDCV6;1210
TDCEBH;4912
T57397;6211
TFCGB7;2621
TFEEFL;215
TDC0SJ;1412
TEZB61;5819
TFBJTR;3083
TFDEU6;1122
TFDVIZ;391
TFECND;306
T50743;10392
T49304;2012
TB5204;3578
TEZHJV;4099
TB4732;3664
TDCFYI;2211
TDCA6P;3043
TFDPR6;731
TEZBQM;4625
TEZQD9;4925
TFDPXV;723
TFCUAA;4140
T26584;8272
T51217;4728
TB3522;4552
TFDAJB;1411
TDC1GA;5864
TFDTMO;514
TDCEZ6;758
TDCEOG;1318
TEYVZF;4770
TB4095;4152
T06486;5848
TEYTB4;4811
TFBZKZ;2550
T05174;6323
TFCDQP;929
T45356;5324
T33319;1600
TDCCA1;431
TC6783;3492
TDCFUE;1640
TC0263;2701
TDCDLM;1293
TEZCGC;4560
TC9518;4325
T41352;8655
TFCD85;2487
TFEDIJ;265
TFEBP8;356
TFDR35;649
TEWBJX;5340
T12825;7571
TEZFD6;4309
TFEC94;325
TFBXDX;8612
TFDVK5;388
TFCXNU;1530
TFEECF;221
TFDOB0;814
TEYVT0;4784
TEZMYD;3603
TDCEWE;2761
TFCJDN;2221
TFEBF7;362
TFDENQ;1132
TFEBKG;361
TDCCCQ;1789
T59649;296
TDCHCP;353
TB4434;3958
TFBRA0;2823
TDCGMG;767
TFCYGN;1490
TDCEIB;1531
TDC01U;4587
TD0631;3439
T49410;4442
TFECY8;286
TFBRLL;2830
TFBZLB;2655
TFBMII;1941
TCBG82;2925
TFDR39;649
TFCTSS;1720
TDCDRL;4257
T84955;5836
TDCG9E;1668
T30925;5631
T57514;4678
T16316;6715
T05661;7387
T76839;5707
T41881;5779
TA3318;5274
T07446;8146
TFBTTM;2762
T50010;8664
T16646;6603
TFDUQ9;450
TEZI73;4041
TDCGOY;1775
TA0675;5626
TEVVV0;5322
TFDUQD;450
T39943;8798
T00673;8299
T55493;11832
TA3476;3750
T76663;6514
TB4155;4208
TFBKR8;4434
TFBTDG;2790
TFDUPZ;450
TFDJIP;905
TFDQ15;713
TDCDWP;822
TDCD7J;4065
TFDO46;815
TFDHCS;1020
TFDRT1;592
TFDULF;452
TFDAZW;607
T04736;9644
TEXVNG;4877
T50434;6852
TFCQGT;5805
TDCCYG;4934
TA2738;6637
TCAYBT;220
TDCG7W;2526
TDC0F2;2700
TFDQ03;1391
TFDCGT;1240
TEYJBY;4832
TFCRSW;1819
TFCJ72;2236
T03585;5772
TEZMD5;3659
TD0290;4969
T75419;5408
T80344;6348
T12062;7696
TFDUAR;480
TFBRQB;2816
TFBJZH;3043
T16649;6578
TB2423;4867
TA3082;7534
T15697;6900
TDCGP2;1521
TFDQXF;661
T09128;8523
TDCFTB;1411
TFDIEZ;964
TFCDJ7;2475
TFDEKU;1138
TDC9SQ;2467
TFCIS4;2246
TEZOA5;3474
TFEDA9;283
TFCUOR;1670
TFDNN4;844
T15978;6794
TFDOPT;783
TEVOMJ;6176
T03510;6568
TDCGBC;744
T16528;5450
TDC40A;2067
TDCA82;1595
TDCH9B;1682
TDCGSH;1605
T16333;6614
TB1041;6655
T06925;5385
TB6189;3162
TFEDI2;265
T31823;8546
TCAZ52;4674
TFCZ11;1460
TFDOAP;814
TEZGTG;4167
TFBWQT;3097
TFDF57;1117
TDC9YL;1472
TDCGFO;1899
T50413;5812
T98821;5670
TEYVXM;4771
TFCVYU;1584
TDCCD5;755
TB3237;4714
TFEDWL;236
TAAK07;4832
TDCC83;1102
T07726;3672
TEYVXL;4769
TDCDM8;1818
TFEC60;326
TDCHEW;363
TFECKV;312
TDCA9M;962
TFDTO2;514
TFDTRO;509
TB1005;6500
TDC213;2067
T03558;10021
TFDNK5;845
TB4412;3907
TDCGRV;1650
TFECQP;300
T24024;7326
T75582;5655
TFDEPJ;1129
TDCFOX;1377
TFCEKW;2425
TCAAT5;4134
TFBESL;3132
TCBKOQ;4108
TDCEH0;1461
TDCD61;1403
TFCBRF;2519
TEXCK8;3860
TFBZFW;2663
TDC33P;2973
TDCGWE;578
TFDUHN;403
TFBNI1;4414
TB3547;4505
TFDR55;647
TDCDQX;1377
TDCC4A;516
T22175;4861
TFDCYP;1209
TDCCN8;1328
TB3191;4698
TEZJBD;3945
TFC830;6254
TFCYSD;1473
TFCU82;1699
TFCWWX;387
TEZNF2;3253
T03268;4391
TFDTPY;510
TFBXF5;2826
T09104;9365
TFDOM0;789
TB4628;3792
TEZQDX;3321
TEZD45;4492
TFCQEH;1909
TDC32J;4953
T17397;1703
TFDDU3;1026
TB0548;2883
T55377;7430
TFBYZ2;1434
TDCDJ8;1622
TEZARL;4713
T15893;6872
TFDNGM;849
TFDQZZ;654
TDC823;1229
TCAENG;4037
TDCGTB;545
TDCEA0;1096
TFCLIZ;2153
TB4138;4167
TFEEMS;206
TCAAC5;4917
TFDDS7;1175
TA2769;4728
TFBLW4;2883
T29189;10897
TB2382;4803
TEZJOD;3902
T11855;6900
TFDFJD;1094
TEZLHG;3736
TDCH2Q;2972
T16259;8700
T11561;7857
T16523;6659
T76472;6785
T61456;6508
TDCA4S;1522
T55328;6877
TFEBO6;356
TFCAO3;2568
TFCS95;1802
TDCGHX;1228
TFDHTS;328
TB2313;3380
T80566;5233
T61906;8105
TFDOK5;794
TDC538;1724
TDCCXO;1964
T16261;6738
T48345;4441
T04396;6585
TDCEBK;2735
TFDIPM;940
TDCDM1;723
T05248;9516
TFDIRX;936
T22754;5535
TFBWKB;2718
TFDU86;481
T02963;6830
TDCCXT;1396
TFDNP0;844
T07888;6844
TFBLLW;2915
TDCE1K;2224
TFECTD;297
TFCJWT;2208
T52565;5445
TDCCVN;1361
TCAN36;4769
TEZAUH;4707
TFED38;286
TFDFNC;1089
TB5225;3516
TFEEF1;195
TDCDTS;450
TFDUHQ;460
TFCQSS;1878
TDCDMY;958
T46740;4549
TA2722;6628
TB4388;4050
TEZIHY;4013
T30730;10504
TDC0BF;3065
TFDNNL;844
TEZENW;4364
TEXKL8;5581
TFCDA6;2487
TFBZKC;2657
TDCFAX;809
T05051;9567
TFBRO8;2823
TFEBLG;360
TFBLID;2925
TEZNZC;5654
TDCFEE;478
TFCVEU;1640
TFEBO2;356
TFDOW4;774
TFDDE8;1188
T60311;6696
TB2021;3659
TB1101;4703
TAAHZV;5409
TC0226;6136
TFDRKF;611
T55699;4513
TFDDF0;258
TFDIEL;964
TDCFY8;1936
TFDBE3;1292
T61658;5666
TEZCTE;4513
T57177;8021
TB1739;3582
TFBKAL;3035
TFCF92;2400
TFBRGH;2834
TFEDT2;247
TCASVR;3005
TC6070;4324
TDCFUC;1699
TEXCT4;5050
TFCFAB;1948
TFCJH3;2222
TFED68;284
TFDFDG;1108
TA2837;8410
TFDRPW;599
TFCLZ6;1962
TFECAW;325
TFCX71;1561
T01690;8859
TFCSBW;1797
TCAIH6;3645
TFDQZ3;655
TEZIC7;4002
TFDHUG;992
TFDFI6;1097
TFBRLC;2830
TFCOGK;4606
TFEDAB;279
TEZOVP;3372
TAAMB5;5354
TFCFBZ;2398
TFDN31;864
TD0675;3187
TFEEO9;205
TFDB22;1294
T36158;4657
TFCYX2;1549
TFBLO7;2914
TEZLSK;3705
TDCDPL;4184
TA3095;4869
TEZCAF;4570
TFEDKJ;258
TFCLCL;2159
TFECJA;317
TFDSPM;5620
TFAIE7;3195
T45630;7899
TFDRFV;632
TDCE03;901
TEZGVB;4162
TFDQA5;703
TEZBXP;4589
TFCWMN;1574
TB2461;5278
TB6431;3086
TB2217;5429
TFDTMJ;517
T56656;11107
TFBXA3;2701
TFCRC9;1859
TFDN71;851
TEZDMC;4455
TB4293;4103
T84931;5500
TFCQO5;1882
TDCGB9;2236
TDCDS9;1220
TFDAKI;1334
TEZUOW;3288
TCBRJB;3842
T76806;6358
TFDU58;482
TDC346;2018
T94503;5711
T60517;5932
TFBYR1;2690
T15998;6841
TB0846;7008
TDCE0X;905
TDCFVI;395
T89799;5781
TEZFKZ;1454
TB4311;3968
TFBSOJ;2812
TFBMCC;3432
TFBRIU;2832
TFDDL3;1181
TFECMA;307
TDCH58;2875
T15510;5479
TDCD5W;1459
TEWPB7;4848
TFCOWP;2011
TFDPFG;704
TEZI70;4041
TC8325;4294
TEVMBC;4953
TFDBWF;1265
TFDVA9;417
TFCSZB;1756
TFEDCD;277
T19263;13442
TB4035;3593
TFDUTI;443
TDCE5B;3862
TEZJP5;3887
TEZF81;3553
TC5793;5337
TFDOOY;783
TFDU48;485
T30884;8612
T07504;5693
TDCFIG;1335
T09580;8396
TEZASU;4715
TB6054;3232
TCAJ89;3288
TDCDZ5;4113
T09502;8397
T56440;9413
TEXFJ2;4923
TDCDCW;717
T12098;7699
TFDQQI;664
TEZFQ2;3462
TB1687;5860
TB3666;4442
T09519;6535
TFEDDC;276
TFEE25;233
TEZDU6;4721
TEZF79;3959
T34111;4568
TFDTQS;3433
T30009;5598
T55024;6334
TFBESX;3131
TFDDJH;1181
TFCZY8;1418
TAALXA;6353
TFDOSV;783
TEWEF9;1489
TFDAPU;1328
TAAQOT;5305
TFDQRD;1850
TDC50R;782
TEVVP7;5469
TFDEXY;1118
TFCSID;1787
TFEDX9;236
TEZI16;5675
TFCGOX;333
TFDSJ9;545
TFBYV8;4629
TAAJZA;7032
TDCFD2;1956
TDCE26;424
TFDCCL;1241
TB4228;4768
TFCMNJ;2119
T33399;10692
TFCMWK;4267
TFBYJI;4629
T76973;5707
TFDA54;1363
TDCFXM;828
T20697;6162
TFEDKU;258
TFDE02;1159
TFDTY4;493
T01744;279
TFDJTD;880
TDCACT;885
TFDNRT;835
TEYJ35;1927
TCAG77;3737
TFEBMK;359
TD0324;5430
TFDIR1;936
TDCD7S;1712
TDCG7F;4843
TFEDHK;265
T00971;9594
TFBYGX;7671
TEZGRX;5675
TB6139;3314
TEZEV9;4344
TFD031;1412
T57392;6214
T53509;2001
TAAKAH;5374
TCAOQO;2183
T14398;4687
TFDE90;1153
TEZHQZ;4070
TFDED6;1150
TEWOYJ;5199
TFBXWR;9014
TDCFQ5;1084
TB4028;4254
TFDNOH;844
TEXSKD;4925
TDCDKC;2468
T87368;5834
TB2732;4333
T20326;5808
TFBL28;4849
T52432;5785
T46923;7635
TFCXOL;1532
TFBLJ3;2922
T56033;13577
TDCG8T;2459
TDCFCF;2124
TEYYY6;4735
T14841;6442
TFDELS;1137
TFDJOP;888
TEZEIH;5162
TDCD4M;543
TFECQ6;300
TFDDKL;1181
TEZNCC;4392
TFCRUI;1817
T54797;5011
TEWA34;6540
TEZPFK;3343
TFCUQV;1668
TFCH99;2312
T57558;5430
TDCFB4;4162
TFECB0;325
TB4721;3664
T06542;7079
TFBXQE;3027
T05762;6032
TEZF71;3960
TEYJAI;4833
T01901;7585
T39793;5683
TCBIKC;3349
TEXHLI;209
T17062;6494
TFAIMB;3188
TEZGZQ;4142
TFDSGL;551
T07677;4560
TEZKLD;3814
T06475;9187
TFCI97;5745
T09190;8516
TDCCIG;793
TFDRXZ;5777
TFCVVV;1606
TFECAI;325
T10110;8251
T92125;5763
TFECT8;297
T55302;1381
TAAJUJ;5393
TDCC36;829
TDCGSY;1958
TEXCI2;5228
T02724;10401
TFCZ06;1493
TFBPRZ;2876
T43157;4639
T01872;6198
TDC8I9;968
T39838;5202
T14188;7276
TFDCPB;1217
TDCE2J;1556
TFDQF4;692
TDCF8L;1480
TB3354;4014
TDCFF0;1549
TFDBL8;1279
TFDQOR;668
TFCMPK;2110
T39822;4401
TDCHA0;408
TFCUDI;1696
T11454;7844
TDC32D;4955
T61431;5716
TFBNBL;3765
TDCA7F;1091
T17319;6936
TDCD9N;2986
TFDODO;810
TEXFEJ;5074
T02434;7408
TDCEDC;753
TA0689;6751
T17193;5707
T48647;7118
TEZKYK;3768
TDCCPS;712
TDCFL7;1867
T13777;7418
TDC32O;3931
T07682;8775
TDCEOD;1412
T45551;5661
TEXKI7;5016
T47910;5648
TFDB99;1304
T27030;5452
TB3745;4187
TEZDAZ;4476
T16567;4359
TEZMI9;3644
TDCCQ1;2918
TEZE52;4400
TFBU92;2748
TDCHEZ;1411
TFCZH5;1448
TEZCPI;4300
TFBQSN;2861
TCAVO6;4195
T55103;2369
TFCVQL;1613
TDCD6K;3706
TFCZAP;1454
TFBSMM;3204
TFD430;1395
TDCDWK;1112
TFDNG1;851
TDCDMV;1035
TC3143;2852
TEXF61;3626
T13131;7538
TFCXND;1529
TFDPUZ;724
TFCGWU;2321
TFDCX9;1209
T51294;5084
TDCGVX;1544
TFCO43;2048
T98789;5653
TFEDSD;237
TFCNXO;2769
TFDUQA;450
T15127;7068
TFDVHD;396
TFCWME;1574
TB0925;6653
TDCFUN;888
TDCCGB;1186
TDCEE2;2599
TFDOH1;801
TDC315;4954
T51646;5690
T23228;12360
TFDTT1;503
TB1778;2839
TFCRB2;1860
T74511;5604
TDCCEM;1663
TFDARH;1312
TFBLRW;4715
TDCH5Z;690
TDC9Y3;1966
TDCCUH;1258
TFECUZ;296
TFBK01;5259
T50884;1004
TEZDCS;5392
TCAIAG;3298
T14472;5505
TFCZDB;1452
TFDOAK;814
TFCZXE;1423
T60699;5324
T55665;5779
TDCCKI;417
TFCHXO;2277
T10560;8123
TFEEXM;184
TFDVH6;3049
TFCPZW;752
TEZLHU;3740
TCAWUW;4106
TFDFVN;1084
TFCLMA;2152
TFDHDV;1017
T31446;10287
TFECOB;304
T21296;4603
TFCTBW;1749
TFCDUY;2459
TDCDY3;1936
TDC89P;1325
TFECO8;306
T12450;7664
TFBKKL;3005
TFCRZ4;1811
TEZDD5;6003
TFEEEO;216
TFD883;1374
TDCHBX;381
TB3207;4698
TEZM83;422
T78658;5933
TFDJT0;880
TDCDPS;1263
TFBLI3;2957
T15691;6890
TFCUK9;1682
T28266;2481
TEVVNK;5469
TEZOOD;3413
TFDJSZ;880
TFBTF3;1574
TFEE28;233
T50536;6492
TFDSKP;543
TFCGPE;2333
TA4367;5605
TCASHA;3852
TEZJHC;3925
TDC08C;2608
T08938;5073
TDC1IR;3154
T43026;7020
TFDRAE;643
TDCF6S;598
TFCTTJ;1719
TFECNU;306
TEZJDY;3936
TFDPEP;2007
TFCMRD;2106
TFCBRV;2519
T07654;3672
TEZFE6;4308
TEZDWI;4405
TDCD7B;1020
T43474;5841
TDCDUZ;417
TFDRLF;607
TDCDH3;1430
TDCA76;1831
TFCZWR;1423
T00361;1439
TDCD1H;2910
TEVYL8;6502
TFEETJ;193
TFBXNH;3142
TFDRE2;634
T32730;6661
TEZKTU;3783
TFCQO2;1885
TDCFGY;2694
TEZF29;4322
T37134;523
TFDDAO;1199
T16326;3583
TFEEP9;205
TFCTWH;3960
T94602;5693
T35530;8830
TEZPGH;3341
T14588;5669
TFDSOT;542
TFCXCT;1545
TFDFCF;1111
TEZFGO;4296
TB4421;3708
TFBUE7;2742
TFCIQU;2249
TEZI22;4041
TFDCGC;1241
TFEENS;205
TFEDTU;240
TDCGU6;891
TFCVQQ;866
T08881;6106
T50232;6900
TEWP26;5197
TFBXMI;4598
TFDKC9;879
TEZNXL;3490
TFCWN1;2113
TC8962;3492
T18363;6848
TFCJLQ;2216
TFDN99;859
TFCSRM;1766
T06682;9122
TFDJKM;901
TFDJGR;1545
TFDVB0;691
TFDFS5;1087
TDC8HO;984
TFDQHH;691
TFCWHP;1580
TDCDRK;425
TFCTLE;1738
T51620;6659
TFDUUX;438
T16132;6761
TFDTW7;495
TDCFVN;391
T06610;9166
TEYVUM;2000
T14744;7158
TFBZBU;2671
TDCCCV;1241
TFDUAG;480
TB0267;9817
TFDUBB;480
TFDBZ0;8461
TFCBC1;3275
TB0516;8195
TDCE7K;2414
TDCD9W;1671
T17094;6443
TFDSLD;543
TFCBVS;2517
TFCR83;1865
T37983;4892
TFDAB4;1356
T43722;8180
TFCHB6;2312
TDCFA8;1704
TFDVLX;387
TEWTQW;5149
T61211;5893
TEWBRK;5288
TFEDRT;250
T28317;5476
TDCE8I;2662
T27027;11394
T57062;6051
TFCSFC;1790
TFDJPN;1101
TFECRP;298
TFCDQN;2467
TEZLYW;3687
T59725;5396
TFBKVJ;4342
TFEEFV;214
TFDUKX;453
TFCSKD;1781
TFCBV4;2517
TFDIJU;951
TEZFC8;4314
TFECL4;311
T07049;8600
TFEEAG;228
T17446;6690
TDCCZU;1431
TDCGJP;2096
TFCP52;1942
TFDN15;864
TFDCZF;1207
TCBKOK;4135
TFCWEF;1586
T84555;618
TFDGJU;361
T57105;5543
TFDVHU;394
TDCDGF;569
TDCCZX;857
T07781;5490
TFDJJ9;905
TEF181;2365
TDC8CG;1032
TFDVA4;417
TFCKW7;2172
TFCNAM;6630
TFEBR4;354
TEZIJY;4009
TFDHCA;1020
TDCH14;564
TEZFBB;4318
TDCCXW;1228
T60458;5555
TFBJZ7;3107
T49575;1010
TDCCZI;683
TFCYFD;1251
TFDGVJ;1031
TFDQQ6;667
T60951;5387
TFEDWD;234
TFCPMO;1945
TCAWUC;4224
T74125;954
TDC875;1439
TFEDIK;265
TEZJHH;3930
TDCDE0;919
TEZG82;4224
TFCMS0;2029
TB3236;4693
T49216;5469
TFDRBH;640
T02072;9690
TFECNA;307
TFEBYM;333
TFCSCQ;5881
TEZIFP;4021
T15162;3672
TDCH8H;2026
TFDIF3;964
TFEBF1;362
TDCCY3;821
TFCQLK;1889
TEZAO7;4723
TC2537;5296
TFC237;2617
T83974;5854
T62590;3952
TDC520;1269
TFDHL2;678
TDCC3D;1586
TFEBLV;2046
TDCCUA;1704
TFDEKZ;1138
T53460;5976
TDC82U;1545
TFEDTB;244
TFEEUR;191
TDCD8R;1305
TFCQRT;1878
TA2843;6573
TDCH92;1018
TFDBSK;1270
TEZIJ1;4009
TDCDFN;1763
TFEDTO;243
T59274;6050
T05303;5550
TFEDHY;265
TFCGDQ;2350
TDCE4G;1650
TFDVFN;402
TFDUQ0;450
TFBZU1;2642
TDCCBB;468
TEYJC6;4832
TDCFR0;1417
TDCE80;880
TDCG61;2589
TDCGOG;1782
TEZGAM;4218
TFCL24;2165
TFEDYB;234
TB3493;4611
TFBLUZ;5333
TDC8AJ;1151
T74304;6085
TB2395;5337
TFCQ95;1913
TDCFDO;523
TEXSG6;4940
TDCF5R;2726
TFDQWP;661
TFDPF8;747
TFCUFN;1481
T73965;7915
T27744;9109
TB2812;5039
TDCFJP;1017
TDCDYX;1012
TFCWL4;2517
TFDRCQ;639
TDCDMT;1161
TCBJL5;5781
TFBKOG;2986
TFEDGY;268
TDCENT;457
T27168;4554
T07157;7998
T19433;5654
T16103;5490
TFBJPE;3103
TFDBKE;1280
TFEDW1;237
TFDQMR;674
TFDDMZ;1528
T10179;6605
TFDQNN;670
T14930;7116
TDCD9P;345
TFBLDJ;2943
TEZDH4;4469
T29465;10818
T20966;4603
TFDRA3;643
TFDOBB;814
TFBKSR;2977
TAAHZD;5409
TFDRYA;576
T17274;6456
TFDOVB;775
TFED05;290
TFCZUY;1423
TFCAI9;2578
T27808;11237
T44144;4861
TB1944;3879
TDCF3V;1675
TEZCA9;4470
TFDJQ6;885
T19751;12872
TDCAAA;1549
T06200;9252
TEZBBY;4668
TFCVLQ;1626
T09481;6428
TDCERM;1605
T82336;5057
TA2668;5185
TB4702;3822
TDCEKC;1272
TFDTNM;514
TFEBMF;359
T50741;5476
T51665;5512
T61122;3672
TFDTZN;487
TEZEW9;4350
TFBLFM;2937
TFBOML;8060
T02725;10405
TFBWAK;2733
TB1675;5847
TFBR10;2852
TDCFI5;543
TDCDX2;2032
TDCCQ4;650
TDCCW2;417
TEWOYZ;5197
TFDABR;1355
TEXY85;4863
TFCKA4;2162
TFDEQ8;1126
TFDSH2;550
TFBYZG;2678
TFDJQG;885
T17312;5106
TEZDNZ;3448
TAAJVL;5391
T12393;12812
TDCDRO;992
TA3129;3476
TFDPHS;752
TDCDBG;1230
TB5414;1733
TEZEAU;4952
T48463;7265
TFDQCA;695
TFDDA1;1200
T12467;6870
TEZCUV;4520
TDCDN4;579
TFCJ06;2225
TFDPWP;723
TDC9RR;1796
TFCAHH;2578
TFBW11;2734
TFCI62;2277
TAABRO;5476
TFCRWT;1817
T42601;4945
TDCF8V;1228
T03524;6794
TFDPBR;752
TEZHCV;5172
T12595;7667
TDCEDL;3791
T56590;4863
TFECLY;311
TFDDMF;1180
TDCFSY;2404
TFCJEG;2225
TFDSEA;558
TB1914;5618
T80499;5661
TDCEQ5;1773
TFCQNH;1886
TFCWM2;1574
TFCYKF;1486
T31130;5578
TEZOI9;3433
TFC491;2609
TB4390;2873
TFCKOR;2183
T45067;10106
TDCH70;899
T55602;9334
TA3502;4216
TB2156;5541
TFDQJG;684
T49917;4534
TDCFBA;1661
TDCCLX;1290
TFEC61;326
TDCA16;1063
T50754;4455
T61939;5807
T13109;5176
TDCADU;936
T10406;7887
T57160;5953
TDCEJL;1676
TFDGJ2;1056
TFDPSD;730
TFDO15;1482
TFBOL3;4932
T14228;7306
TDCE69;551
TFBNCF;2820
TFDORK;783
TEYVYC;4769
TDCDNA;4594
TEZUUP;3279
T01726;4199
TDCCLG;4426
TEZIGI;5556
TEZLSP;3719
TDCEDJ;410
TFDU35;485
TFDVGS;397
TFBXZ3;4897
TFCACG;2582
TEXCMS;5106
TFDREP;633
T54102;5913
T16127;6780
T01637;11052
TDCDR8;1195
TFCNTG;2510
TDC0KP;3185
T16250;6733
TFCJUX;2134
TEZNJR;3568
TFALI4;1483
TFDQKO;681
TAAMJS;5939
T49432;5135
TAAOK8;5340
TB5041;2852
TFCPP9;1941
TFEDIU;265
TDCG3Q;1383
TFDTSS;506
TFDEZH;1117
TFDIJ2;956
TB2409;3166
TFDTK9;523
TFCIX5;2244
TDCF7K;1132
T09248;7636
TFBX21;2701
TFDNQ7;842
TFDS38;571
TDCD2A;843
TDCG46;2349
TDCCFK;1875
TCAC17;4021
T54729;5786
TDCFMY;1339
T22643;6026
T06638;5349
TFDPVK;723
T03116;11330
TFDIC2;968
T76185;6733
TB5821;3360
T60161;5667
T31812;9469
TFDADN;1349
TFDVJZ;388
TDCG4O;4912
TAAOLS;5318
T10765;8088
TB2576;5202
TEZDI9;4455
TFC452;1795
TFCUWH;2790
TDCHE1;352
TFCDFX;2480
TDCGRW;2543
TDC833;1889
TFCXB1;1549
T61653;5168
TFBOEL;4329
TDCEYP;1613
T48386;5494
TFBXD0;2798
TDCCH1;2960
TEXY92;4862
TEZLM4;6690
TFECYI;292
TFDDQV;332
TEXVFB;5541
TFDVB4;416
TEZD35;4486
TFDGWN;1028
TDC04U;2396
TDCDU3;1875
T41316;8181
TCANF4;3113
TFDSIK;545
T15003;7094
TEZGD2;4209
TB1504;4780
TDCEWM;1497
TFEC99;325
T87548;5808
TFECLD;311
TFDNCC;856
TFCGND;2613
TFCPX2;1927
TDC26R;1137
TFBXDR;4629
TDCFNW;2578
T49696;3672
TDCG19;1322
TFECYF;292
TDCDKA;4130
T09981;5778
T41149;8677
T02684;10425
TDCGGC;2610
TA2859;5185
TFDVCG;410
TFCRGS;1850
TDC8F5;922
TFBTPH;2767
TDCGT1;417
T54038;5626
TFBXMV;3565
TFDQQD;664
TDCEBV;1503
T17146;6478
TB4069;4272
TFECUT;296
