CD_CLIENTE;resposta_NPS;resposta_unidade;Nota_SupTec_Agilidade;Nota_SupTec_Atendimento;Nota_Comercial;Nota_Custos;Nota_AdmFin_Atendimento;Nota_Software;Nota_Software_Atualizacao
TB1772;9.0;8.4;6.4;7.8;8.8;7.2;8.6;8.6;8.8
TB1778;8.5;8.5;8.5;8.5;9.0;8.0;8.0;8.0;7.5
TB1823;8.4;7.6;5.4;7.4;8.6;8.0;8.4;8.4;8.8
TB1827;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
TB1833;8.333333333333334;8.666666666666666;7.666666666666667;8.0;7.666666666666667;7.666666666666667;7.666666666666667;8.0;6.333333333333333
TB1856;4.5;7.25;3.25;3.25;5.5;4.25;4.5;4.5;5.25
TB1896;8.333333333333334;9.333333333333334;7.0;7.666666666666667;8.666666666666666;7.666666666666667;6.666666666666667;8.666666666666666;6.666666666666667
TB1914;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
TB1918;7.0;6.25;7.0;7.5;6.5;5.75;7.25;7.0;5.5
TB1925;7.8;7.0;7.2;7.2;6.8;6.2;7.2;7.8;7.6
TB1937;7.333333333333333;6.333333333333333;7.333333333333333;7.333333333333333;7.333333333333333;7.333333333333333;7.333333333333333;5.333333333333333;7.333333333333333
TB1944;10.0;10.0;10.0;10.0;10.0;9.5;9.5;10.0;10.0
TB2014;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
TB2021;8.666666666666666;8.0;6.0;8.0;8.0;7.0;8.666666666666666;7.0;6.0
TB2025;9.666666666666666;9.166666666666666;7.333333333333333;7.333333333333333;9.666666666666666;8.333333333333334;9.0;9.666666666666666;9.166666666666666
TB2037;9.333333333333334;9.666666666666666;8.333333333333334;9.333333333333334;10.0;8.666666666666666;9.0;9.333333333333334;9.0
TB2075;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TB2086;9.4;9.4;8.4;9.0;9.0;8.0;8.4;9.4;8.4
TB2095;8.0;8.0;7.142857142857143;7.428571428571429;8.0;7.285714285714286;8.142857142857142;8.0;7.142857142857143
TB2097;8.5;8.166666666666666;9.0;9.0;8.833333333333334;8.5;8.833333333333334;8.833333333333334;8.333333333333334
TB2113;9.25;8.25;8.25;9.0;9.0;8.5;8.75;9.0;9.0
TB2138;9.0;9.0;9.0;9.0;9.0;7.0;9.0;9.666666666666666;10.0
TB2139;8.0;8.666666666666666;7.333333333333333;8.666666666666666;9.333333333333334;7.666666666666667;9.0;8.0;8.333333333333334
TB2156;9.285714285714286;8.571428571428571;9.285714285714286;9.428571428571429;8.428571428571429;8.857142857142858;9.142857142857142;9.571428571428571;9.428571428571429
TB2162;9.0;9.0;8.0;9.0;9.0;7.333333333333333;9.0;9.333333333333334;9.666666666666666
TB2169;9.0;9.0;7.0;8.0;9.0;6.0;9.0;4.0;9.0
TB2186;7.75;8.0;7.75;8.0;7.75;7.5;7.75;5.75;7.75
TB2217;8.25;8.75;8.5;8.5;8.75;6.75;8.5;8.25;8.25
TB2230;9.2;8.6;8.8;8.8;9.6;8.8;8.4;8.8;9.2
TB2234;7.833333333333333;8.0;7.833333333333333;7.833333333333333;8.0;7.333333333333333;7.666666666666667;7.666666666666667;7.5
TB2240;9.5;9.0;8.25;8.75;9.25;8.25;9.5;10.0;9.75
TB2246;10.0;10.0;10.0;10.0;10.0;8.5;10.0;10.0;10.0
TB2268;9.666666666666666;9.666666666666666;9.0;9.333333333333334;9.666666666666666;8.333333333333334;6.666666666666667;9.0;8.333333333333334
TB2281;7.25;7.0;6.75;7.5;8.0;6.75;7.75;6.25;6.5
TB2307;8.666666666666666;10.0;5.333333333333333;8.333333333333334;9.333333333333334;8.0;10.0;7.666666666666667;7.0
TB2313;9.0;9.0;9.0;9.0;8.75;8.5;9.25;8.5;8.0
TB2357;9.5;9.5;8.75;9.5;9.5;9.0;9.5;9.5;9.5
TB2359;6.333333333333333;6.833333333333333;5.833333333333333;6.666666666666667;7.333333333333333;4.833333333333333;7.166666666666667;6.333333333333333;7.666666666666667
TB2382;9.25;9.25;8.5;9.75;9.25;7.5;9.25;9.0;8.25
TB2395;7.333333333333333;7.333333333333333;7.666666666666667;7.333333333333333;7.0;7.0;6.333333333333333;7.333333333333333;7.666666666666667
TB2397;9.333333333333334;9.0;9.0;9.0;9.666666666666666;9.0;9.666666666666666;9.666666666666666;9.333333333333334
TB2401;6.0;4.666666666666667;4.0;4.666666666666667;7.0;6.333333333333333;5.666666666666667;6.0;4.0
TB2423;6.75;6.25;5.5;6.75;6.0;5.5;6.25;6.75;5.75
TB2429;7.6;7.6;6.8;7.4;8.0;7.0;7.4;7.8;7.6
TB2434;8.5;7.5;7.5;9.0;8.5;7.5;7.5;8.5;7.0
TB2448;4.333333333333333;4.333333333333333;5.0;5.666666666666667;4.333333333333333;4.333333333333333;4.333333333333333;4.333333333333333;4.333333333333333
TB2450;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0
TB2461;8.8;9.4;7.4;9.0;9.4;7.4;8.4;8.2;8.6
TB2482;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0
TB2496;8.0;8.0;8.0;9.0;9.0;8.0;9.0;8.0;6.0
TB2497;7.0;7.0;8.0;7.0;7.0;8.0;8.0;8.0;7.0
TB2500;9.0;9.0;8.0;9.0;10.0;6.0;9.0;9.0;8.0
TB2542;9.6;9.8;9.6;9.6;9.6;9.4;9.4;9.2;9.2
TB2562;5.0;3.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0
TB2576;8.5;8.25;7.75;7.75;8.25;7.5;8.0;8.5;8.25
TB2577;8.0;8.2;8.0;8.0;8.8;6.8;8.0;8.4;8.2
TB2610;9.333333333333334;8.666666666666666;9.0;9.0;8.666666666666666;8.666666666666666;9.0;9.333333333333334;8.666666666666666
TB2620;8.333333333333334;8.333333333333334;8.0;8.333333333333334;9.333333333333334;6.0;7.666666666666667;8.0;8.333333333333334
TB2633;8.8;9.2;7.8;8.6;9.2;7.4;9.2;8.2;9.0
TB2643;7.0;6.5;7.0;7.5;7.0;5.0;8.5;8.0;8.0
TB2667;9.333333333333334;9.0;8.666666666666666;8.666666666666666;8.666666666666666;7.333333333333333;9.0;8.333333333333334;7.0
TB2715;7.142857142857143;7.428571428571429;7.285714285714286;7.714285714285714;7.285714285714286;7.428571428571429;7.142857142857143;7.142857142857143;7.142857142857143
TB2732;7.75;9.5;6.75;8.25;10.0;6.0;8.25;9.5;6.75
TB2743;9.0;9.0;7.5;8.5;7.5;7.0;8.5;9.0;8.0
TB2776;8.0;9.0;8.0;8.0;8.0;7.5;8.0;7.5;7.0
TB2788;9.0;9.0;8.0;9.0;9.0;9.0;9.0;9.0;9.0
TB2803;7.0;7.0;6.5;7.0;7.0;5.0;7.5;7.0;5.0
TB2812;7.0;10.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
TB2818;3.0;8.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0
TB2829;9.6;10.0;9.0;9.2;9.6;7.6;9.0;9.0;9.2
TB2845;7.666666666666667;8.666666666666666;7.0;8.0;9.333333333333334;7.0;7.666666666666667;7.333333333333333;7.0
TB2850;8.0;9.0;7.0;8.0;10.0;8.0;8.0;8.0;9.0
TB2869;9.333333333333334;9.666666666666666;9.333333333333334;9.333333333333334;9.333333333333334;9.333333333333334;9.0;9.666666666666666;8.666666666666666
TB2891;9.0;9.0;8.5;9.0;9.0;8.5;9.0;9.0;9.0
TB2915;6.666666666666667;7.0;8.0;8.5;7.166666666666667;5.333333333333333;7.166666666666667;6.5;7.166666666666667
TB2922;8.0;8.0;8.0;8.0;7.666666666666667;8.333333333333334;8.0;8.0;8.0
TB2942;10.0;10.0;10.0;10.0;10.0;9.666666666666666;9.666666666666666;10.0;10.0
TB2946;10.0;10.0;9.0;9.5;10.0;9.0;9.0;9.5;9.0
TB2958;4.666666666666667;6.666666666666667;4.666666666666667;4.666666666666667;7.333333333333333;4.666666666666667;4.0;4.0;4.666666666666667
TB2968;9.5;9.5;7.5;8.5;9.5;9.5;9.5;9.5;9.0
TB2979;4.25;5.0;5.0;6.25;5.0;3.5;6.5;4.25;5.5
TB2980;9.0;9.6;8.4;8.8;9.8;7.8;9.0;8.2;8.6
TB2985;9.25;9.25;9.25;9.75;9.75;9.5;9.75;9.75;9.25
TB3017;8.6;9.2;7.8;8.6;8.8;8.2;8.6;8.6;8.0
TB3034;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
TB3043;9.833333333333334;9.833333333333334;9.333333333333334;9.833333333333334;9.833333333333334;8.833333333333334;9.833333333333334;9.5;9.5
TB3109;10.0;10.0;9.0;9.0;10.0;8.5;10.0;10.0;9.0
TB3111;8.0;7.666666666666667;7.0;7.333333333333333;8.666666666666666;7.0;7.333333333333333;6.0;6.333333333333333
TB3142;8.0;10.0;9.0;7.0;10.0;7.0;10.0;9.0;5.0
TB3150;8.6;8.8;7.8;7.8;9.2;7.6;7.8;9.2;7.0
TB3154;9.333333333333334;10.0;9.666666666666666;10.0;9.333333333333334;6.333333333333333;9.333333333333334;10.0;10.0
TB3163;10.0;10.0;8.0;9.5;9.0;9.5;10.0;9.5;10.0
TB3168;7.5;9.0;8.0;9.5;9.0;5.0;6.5;6.5;7.0
TB3181;8.4;8.6;9.0;9.2;9.0;6.8;9.2;8.4;9.0
TB3185;9.5;9.75;9.0;9.0;9.0;8.5;9.5;9.0;8.5
TB3188;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0
TB3191;8.0;7.5;8.0;8.0;8.0;8.0;8.0;8.0;8.0
TB3199;7.0;9.0;7.0;7.0;9.0;7.0;9.0;7.0;7.5
TB3207;9.6;9.6;8.8;9.0;9.4;8.6;9.6;9.6;9.6
TB3209;8.0;10.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
TB3213;10.0;9.0;10.0;10.0;3.5;6.0;7.0;9.5;9.0
TB3214;7.8;7.8;7.8;8.4;9.2;7.2;8.2;7.8;8.6
TB3236;10.0;9.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
TB3237;9.5;9.25;7.5;7.25;8.5;7.75;9.25;9.0;8.5
TB3272;10.0;9.666666666666666;9.0;9.333333333333334;10.0;9.666666666666666;10.0;10.0;10.0
TB3288;10.0;10.0;8.666666666666666;10.0;10.0;10.0;10.0;10.0;10.0
TB3291;7.333333333333333;8.0;7.333333333333333;7.666666666666667;9.0;5.666666666666667;8.333333333333334;7.0;7.333333333333333
TB3310;7.5;8.5;7.5;8.0;9.0;7.5;8.5;8.0;6.0
TB3336;7.25;7.0;7.25;7.5;7.75;7.5;7.25;7.25;8.25
TB3342;9.5;9.5;9.0;9.25;9.75;8.25;10.0;10.0;9.75
TB3345;6.5;7.5;5.25;6.5;7.75;5.5;6.5;6.0;6.5
TB3347;7.5;7.666666666666667;5.666666666666667;7.0;8.333333333333334;6.5;7.666666666666667;7.5;6.666666666666667
TB3429;10.0;9.571428571428571;10.0;10.0;9.571428571428571;9.285714285714286;10.0;10.0;10.0
TB3441;7.5;8.5;7.5;8.5;9.0;7.5;9.5;9.0;8.0
TB3458;9.25;8.0;8.25;9.0;8.25;8.25;7.75;8.25;8.25
TB3482;9.5;9.5;9.0;9.5;9.5;8.5;9.5;8.5;8.5
TB3492;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
TB3493;9.8;9.8;9.0;9.8;9.8;8.2;9.6;9.8;9.4
TB3495;9.0;7.5;8.0;8.0;9.0;6.5;8.0;7.5;7.0
TB3507;8.5;9.666666666666666;6.833333333333333;8.5;8.833333333333334;7.333333333333333;8.666666666666666;8.5;8.333333333333334
TB3508;7.5;8.0;7.0;7.5;8.0;7.0;7.5;7.5;7.0
TB3520;9.2;10.0;8.8;9.2;10.0;9.2;8.8;10.0;10.0
TB3521;5.5;2.25;7.75;7.5;0.0;5.0;2.25;3.25;6.0
TB3522;7.5;4.5;8.166666666666666;8.666666666666666;3.8333333333333335;7.0;5.666666666666667;6.333333333333333;7.5
TB3542;7.428571428571429;8.571428571428571;7.0;7.285714285714286;7.428571428571429;7.285714285714286;7.428571428571429;7.428571428571429;7.428571428571429
TB3544;8.0;8.333333333333334;8.0;8.0;8.0;7.333333333333333;8.333333333333334;8.333333333333334;8.0
TB3547;9.0;8.0;8.5;8.5;9.0;8.5;8.5;9.0;8.5
TB3552;7.0;7.666666666666667;7.333333333333333;7.333333333333333;7.666666666666667;7.333333333333333;7.0;7.0;7.333333333333333
TB3562;8.2;8.2;6.4;6.6;8.2;8.2;8.2;8.2;7.8
TB3563;5.0;5.0;2.0;6.0;8.0;6.0;0.0;5.0;5.0
TB3602;9.666666666666666;9.666666666666666;9.666666666666666;9.666666666666666;9.666666666666666;9.666666666666666;9.666666666666666;9.666666666666666;9.666666666666666
TB3620;8.5;8.5;8.5;8.5;8.5;8.5;8.5;8.5;8.5
TB3627;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0
TB3641;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0
TB3655;6.333333333333333;7.0;5.5;6.0;6.833333333333333;4.333333333333333;5.0;6.666666666666667;6.666666666666667
TB3666;8.25;8.75;7.75;8.25;9.5;7.75;8.75;8.0;8.25
TB3668;8.2;9.4;7.0;8.2;9.0;7.8;9.0;7.8;9.0
TB3671;9.0;8.0;8.0;8.166666666666666;7.666666666666667;7.833333333333333;7.666666666666667;8.333333333333334;8.5
TB3684;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0
TB3708;8.166666666666666;8.833333333333334;8.0;8.5;7.166666666666667;6.666666666666667;8.166666666666666;8.0;8.833333333333334
TB3711;9.0;9.0;7.0;8.0;6.0;9.0;7.0;10.0;9.0
TB3714;4.0;8.0;6.0;6.0;8.0;4.0;2.0;4.0;4.0
TB3721;9.5;9.333333333333334;9.333333333333334;9.833333333333334;9.5;8.5;9.166666666666666;9.833333333333334;9.333333333333334
TB3732;9.0;8.5;8.5;8.0;9.0;7.5;8.5;8.5;8.0
TB3733;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0
TB3740;8.875;8.5;8.25;8.5;7.5;8.25;8.625;8.875;8.125
TB3744;8.857142857142858;8.857142857142858;7.714285714285714;8.857142857142858;9.0;7.571428571428571;9.0;8.714285714285714;8.571428571428571
TB3745;7.0;7.5;6.7;6.8;7.4;6.9;7.0;7.3;6.7
TB3747;10.0;10.0;9.0;9.0;10.0;7.0;10.0;10.0;10.0
TB3756;8.0;6.666666666666667;6.666666666666667;8.666666666666666;6.5;6.666666666666667;8.0;7.833333333333333;8.166666666666666
TB3789;9.0;9.0;8.5;9.0;9.0;8.5;9.0;9.0;9.0
TB3832;8.0;9.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
TB3855;9.0;8.5;6.5;8.0;9.0;5.5;8.5;9.0;9.0
TB3857;10.0;8.0;6.0;8.0;8.0;4.0;7.0;8.0;7.0
TB3859;8.5;7.5;7.0;7.0;9.0;5.5;9.0;8.5;6.0
TB3888;7.0;6.0;6.0;6.5;7.0;7.0;7.0;7.0;7.0
TB3891;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
TB3895;8.75;8.75;9.25;8.75;8.75;8.0;7.25;9.0;9.0
TB3904;10.0;10.0;8.0;9.0;10.0;10.0;9.0;9.0;10.0
TB3925;6.333333333333333;8.666666666666666;7.0;7.666666666666667;8.666666666666666;5.0;5.333333333333333;5.666666666666667;7.333333333333333
TB3935;9.0;9.0;9.0;9.0;9.0;7.0;9.0;9.0;8.0
TB3936;8.6;8.8;7.6;8.4;8.4;8.4;8.4;8.8;8.4
TB3946;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
TB3969;10.0;10.0;10.0;10.0;10.0;6.0;10.0;10.0;10.0
TB3971;9.5;9.5;8.75;9.0;9.5;7.0;9.75;9.5;9.25
TB3988;8.0;6.5;6.25;8.5;8.5;7.5;8.5;8.0;7.5
TB4007;8.0;8.0;10.0;10.0;10.0;6.0;7.0;10.0;9.0
TB4028;8.8;9.6;9.4;9.4;9.4;7.4;8.8;9.4;9.0
TB4035;7.0;9.0;7.0;7.0;9.0;7.0;8.0;8.0;7.0
TB4038;9.6;9.4;9.4;9.6;9.4;8.2;8.8;9.6;9.2
TB4061;9.0;9.0;7.6;8.2;9.0;5.6;9.2;9.6;8.2
TB4069;10.0;10.0;9.75;10.0;10.0;8.25;10.0;10.0;10.0
TB4074;7.5;8.5;8.0;7.5;9.0;6.5;7.5;8.0;7.5
TB4075;6.0;7.0;7.0;7.0;8.0;5.0;7.0;8.0;9.0
TB4082;9.0;10.0;7.0;6.0;9.0;9.0;9.0;9.0;9.0
TB4090;7.75;8.25;7.25;8.0;8.75;6.5;7.0;7.75;7.75
TB4095;9.666666666666666;9.666666666666666;7.666666666666667;10.0;9.333333333333334;9.0;9.666666666666666;9.666666666666666;9.666666666666666
TB4118;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0;8.0
TB4128;9.333333333333334;9.0;8.666666666666666;9.333333333333334;8.666666666666666;9.333333333333334;9.333333333333334;9.333333333333334;8.666666666666666
TB4131;9.333333333333334;8.0;8.666666666666666;8.666666666666666;9.333333333333334;9.333333333333334;9.333333333333334;9.333333333333334;8.666666666666666
TB4132;10.0;10.0;9.5;10.0;10.0;8.75;10.0;10.0;9.5
TB4135;9.25;8.75;9.25;9.25;9.0;8.25;9.0;9.5;9.25
TB4138;8.0;7.0;7.5;7.5;8.5;7.0;8.0;8.0;7.5
TB4144;7.333333333333333;8.333333333333334;7.333333333333333;7.666666666666667;7.666666666666667;7.333333333333333;7.666666666666667;7.333333333333333;7.333333333333333
TB4145;10.0;10.0;8.0;8.0;10.0;8.0;10.0;8.0;8.0
TB4155;8.666666666666666;9.0;8.666666666666666;9.0;9.0;7.333333333333333;8.666666666666666;8.666666666666666;8.666666666666666
TB4162;10.0;10.0;2.0;9.0;10.0;10.0;10.0;10.0;5.0
TB4172;7.0;7.0;6.333333333333333;6.666666666666667;6.666666666666667;7.0;7.0;7.0;7.0
TB4183;10.0;10.0;8.333333333333334;9.333333333333334;10.0;7.666666666666667;9.333333333333334;10.0;9.0
TB4187;7.5;7.5;6.0;7.0;7.5;7.5;8.5;8.0;7.5
TB4228;8.5;8.5;8.0;8.25;7.5;7.5;7.25;8.75;8.5
TB4232;7.0;7.0;5.0;8.0;7.0;3.0;7.0;7.0;8.0
TB4238;10.0;9.0;9.333333333333334;8.666666666666666;10.0;9.0;10.0;10.0;9.333333333333334
TB4253;10.0;10.0;4.0;6.5;10.0;10.0;9.0;9.5;10.0
TB4287;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
TB4293;9.0;9.0;8.666666666666666;9.0;9.0;8.333333333333334;8.666666666666666;8.333333333333334;8.333333333333334
TB4311;9.0;9.0;8.0;8.0;9.0;9.0;9.0;9.0;8.0
TB4322;9.4;8.8;8.4;8.8;9.4;9.0;9.4;9.4;9.2
TB4327;9.0;9.0;9.0;10.0;10.0;8.0;7.5;9.0;10.0
TB4332;8.5;9.0;8.0;7.5;8.5;7.5;7.5;7.5;8.5
TB4336;9.666666666666666;6.666666666666667;9.666666666666666;9.666666666666666;9.666666666666666;9.0;9.666666666666666;9.333333333333334;9.666666666666666
TB4345;7.666666666666667;7.666666666666667;7.0;7.666666666666667;7.666666666666667;7.333333333333333;7.666666666666667;7.666666666666667;7.666666666666667
TB4355;9.0;9.0;8.666666666666666;9.0;9.0;7.666666666666667;9.0;8.333333333333334;8.666666666666666
TB4358;9.5;8.25;8.25;9.5;9.5;7.5;8.25;9.5;8.75
TB4359;8.5;8.625;8.25;8.75;8.5;8.25;8.25;8.5;8.25
TB4370;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
TB4380;9.666666666666666;9.666666666666666;8.333333333333334;9.666666666666666;10.0;9.0;10.0;10.0;8.333333333333334
TB4388;6.6;7.0;6.6;6.6;7.4;6.2;7.6;6.2;7.0
TB4390;9.333333333333334;10.0;9.666666666666666;9.666666666666666;9.666666666666666;9.333333333333334;9.666666666666666;9.666666666666666;9.666666666666666
TB4393;8.2;8.0;7.4;7.8;8.2;7.6;8.0;8.2;7.8
TB4395;7.5;8.5;5.5;7.5;8.5;6.5;7.5;8.0;6.5
TB4400;10.0;8.714285714285714;8.142857142857142;9.428571428571429;9.142857142857142;8.857142857142858;9.428571428571429;9.857142857142858;9.571428571428571
TB4410;10.0;10.0;9.0;10.0;10.0;8.0;10.0;10.0;10.0
TB4412;3.0;7.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0
TB4413;8.0;7.0;3.0;4.5;6.5;3.0;8.0;8.0;7.5
TB4421;5.0;5.8;4.0;4.6;5.2;4.4;5.0;5.0;5.0
TB4434;9.0;8.5;8.0;8.0;8.5;8.0;9.0;8.5;8.0
TB4442;9.75;9.0;9.25;9.5;9.75;7.0;9.75;9.0;9.25
TB4453;9.0;9.0;8.0;8.0;8.5;9.0;7.0;9.0;9.0
TB4458;10.0;0.0;5.0;9.0;10.0;10.0;10.0;9.0;10.0
TB4473;9.0;9.0;8.0;8.0;9.0;8.0;9.0;9.0;9.0
TB4483;10.0;10.0;6.0;10.0;10.0;10.0;10.0;10.0;10.0
TB4511;8.666666666666666;8.333333333333334;8.666666666666666;8.333333333333334;9.0;8.0;8.666666666666666;8.666666666666666;8.333333333333334
TB4565;9.0;8.75;9.25;9.25;9.0;8.5;9.25;9.25;9.5
TB4577;9.0;8.5;6.0;9.0;8.0;7.5;9.0;8.5;8.0
TB4582;8.0;8.0;6.0;8.0;8.0;4.0;4.0;8.0;7.0
TB4598;9.0;9.0;8.0;10.0;10.0;9.0;9.0;8.5;9.5
TB4603;10.0;9.0;8.0;10.0;10.0;10.0;10.0;10.0;10.0
TB4613;9.333333333333334;9.0;9.333333333333334;8.666666666666666;9.333333333333334;9.0;9.666666666666666;8.666666666666666;9.0
TB4615;5.333333333333333;6.666666666666667;5.333333333333333;5.333333333333333;5.333333333333333;5.333333333333333;5.333333333333333;5.333333333333333;5.333333333333333
TB4628;5.0;10.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0
TB4649;9.5;9.75;9.25;9.25;9.5;9.75;9.75;9.5;9.5
TB4659;5.6;6.0;4.6;4.6;5.4;6.2;6.2;7.2;5.4
TB4663;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TB4666;9.666666666666666;9.666666666666666;9.666666666666666;9.666666666666666;9.666666666666666;9.666666666666666;9.666666666666666;9.666666666666666;9.666666666666666
TB4671;9.0;7.5;6.5;7.5;8.0;7.5;8.5;9.0;7.5
TB4698;9.0;10.0;10.0;9.0;10.0;8.5;9.0;9.0;9.0
TB4702;8.0;9.0;7.2;8.4;8.8;6.2;8.0;8.0;8.0
TB4721;5.333333333333333;6.0;5.333333333333333;5.666666666666667;5.666666666666667;4.333333333333333;5.333333333333333;5.0;5.333333333333333
TB4726;8.75;8.75;8.5;8.5;9.25;8.75;9.25;8.75;8.25
TB4727;8.166666666666666;8.0;7.166666666666667;8.166666666666666;8.5;8.0;8.5;8.666666666666666;7.5
TB4732;7.8;4.4;6.0;7.4;4.6;6.4;6.4;7.4;7.2
TB4733;9.0;10.0;9.333333333333334;9.333333333333334;9.333333333333334;8.666666666666666;9.0;8.666666666666666;8.333333333333334
TB4737;9.8;9.2;9.2;9.4;9.8;9.2;9.8;9.4;8.6
TB4764;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
TB4779;8.6;8.6;8.6;8.4;8.6;7.8;8.4;8.8;8.6
TB4788;9.0;9.0;9.0;9.0;10.0;6.0;9.0;9.0;8.0
TB4804;5.0;4.333333333333333;5.0;5.0;5.666666666666667;5.0;5.0;5.0;5.0
TB4808;9.166666666666666;9.5;9.166666666666666;9.333333333333334;9.166666666666666;8.833333333333334;8.833333333333334;9.166666666666666;9.166666666666666
TB4814;10.0;10.0;9.333333333333334;9.666666666666666;9.333333333333334;8.666666666666666;9.666666666666666;10.0;10.0
TB4815;8.555555555555555;7.333333333333333;8.555555555555555;8.333333333333334;8.222222222222221;8.333333333333334;8.444444444444445;8.444444444444445;8.11111111111111
TB4835;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
TB4846;9.0;8.2;6.8;8.2;9.0;8.6;9.0;9.0;9.0
TB4848;9.0;8.0;8.0;9.0;7.666666666666667;6.333333333333333;8.0;8.0;8.666666666666666
TB4850;8.75;7.75;7.5;8.0;7.5;6.5;8.0;9.25;9.0
TB4852;9.0;9.0;8.0;9.0;9.0;9.0;9.0;9.2;9.0
TB4880;8.0;9.333333333333334;7.333333333333333;7.666666666666667;7.333333333333333;7.0;7.666666666666667;7.0;7.666666666666667
TB4886;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
TB4892;7.833333333333333;8.666666666666666;7.833333333333333;7.833333333333333;8.0;7.5;8.0;7.833333333333333;7.833333333333333
TB4894;8.0;8.5;8.5;9.5;10.0;6.0;9.5;8.0;9.5
TB4901;8.4;7.8;8.6;8.4;8.6;8.2;8.4;8.4;8.6
TB4903;5.0;7.0;5.0;5.0;5.0;5.0;5.0;5.0;5.0
TB4910;8.5;8.0;7.75;7.75;7.75;7.25;8.25;7.75;7.75
TB4912;9.0;10.0;8.0;9.0;9.0;9.0;9.0;9.0;7.5
TB4921;8.8;9.8;8.8;9.8;8.8;8.2;9.4;9.4;9.4
TB4922;9.0;9.333333333333334;9.0;9.666666666666666;9.166666666666666;8.666666666666666;9.666666666666666;9.333333333333334;9.666666666666666
TB4951;9.5;9.75;9.25;9.25;9.75;9.25;9.75;9.0;9.25
TB4967;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0
TB4979;8.0;8.0;7.0;8.0;8.0;7.0;8.0;9.0;8.0
TB4988;8.333333333333334;8.333333333333334;5.666666666666667;5.666666666666667;6.0;7.333333333333333;8.333333333333334;8.333333333333334;7.666666666666667
TB4992;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
TB5023;9.0;8.6;6.6;7.6;6.0;8.2;9.0;8.6;9.2
TB5041;9.5;9.5;7.0;8.0;7.5;8.0;8.0;8.0;9.0
TB5078;9.0;9.0;8.25;8.0;8.25;7.5;8.75;8.75;8.5
TB5118;7.0;6.0;4.0;4.0;7.0;4.0;7.0;8.0;6.0
TB5129;9.8;9.8;9.2;9.6;9.8;9.4;9.8;9.8;9.2
TB5148;8.0;8.0;8.0;8.0;8.0;7.5;8.5;8.5;7.5
TB5152;9.5;9.0;8.5;9.0;8.5;8.5;9.0;9.0;9.0
TB5155;7.666666666666667;9.333333333333334;6.333333333333333;8.333333333333334;9.333333333333334;7.666666666666667;8.666666666666666;7.666666666666667;9.333333333333334
TB5225;9.0;9.25;8.625;9.0;9.625;8.875;9.625;9.0;9.125
TB5304;7.0;9.0;7.0;7.5;8.5;6.5;7.5;7.5;8.0
TB5353;8.666666666666666;8.666666666666666;8.0;8.333333333333334;9.0;7.333333333333333;8.666666666666666;8.333333333333334;8.333333333333334
TB5383;8.0;8.25;7.75;8.75;8.25;7.75;8.0;8.0;8.25
TB5391;0.6666666666666666;2.3333333333333335;1.6666666666666667;1.6666666666666667;0.6666666666666666;3.3333333333333335;2.3333333333333335;7.666666666666667;2.3333333333333335
TB5398;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0
TB5414;5.0;8.0;3.0;7.0;5.0;6.0;6.0;5.0;5.0
TB5461;8.0;8.0;7.0;8.0;9.0;8.0;8.0;8.0;7.0
TB5466;8.5;7.666666666666667;7.5;8.0;7.0;7.833333333333333;8.166666666666666;8.666666666666666;8.0
