CD_CLIENTE;DS_PROD_MODA;DS_LIN_REC_MODA;CIDADE;DS_CNAE;DS_SEGMENTO;DS_SUBSEGMENTO;MARCA_TOTVS_MODA;MODAL_COMERC_MODA;PAIS;PERIODICIDADE_MODA;UF;VL_TOTAL_CONTRATO_SOMA;FAIXA_VLR_TOT_SOMA_CONTRATOS;DIAS_CLIENTE;QTD_CONTRATACOES_12M;VLR_CONTRATACOES_12M;CLUSTER_3;CLUSTER_4;CLUSTER_5;CLUSTER_6;telemetria_moduloid_moda;telemetria_productlineid_moda;telemetria_slotid_moda;telemetria_statuslicenca_moda;telemetria_contagem;NR_PROPOSTA_count;ITEM_PROPOSTA_agg_moda;HOSPEDAGEM_agg_moda;FAT_FAIXA_agg_moda;CD_PROD_agg_moda;QTD_median;QTD_sum;VL_PCT_DESC_TEMP_median;VL_PCT_DESC_TEMP_sum;VL_PCT_DESCONTO_median;VL_PCT_DESCONTO_sum;PRC_UNITARIO_median;PRC_UNITARIO_sum;VL_DESCONTO_TEMPORARIO_median;VL_DESCONTO_TEMPORARIO_sum;VL_TOTAL_median;VL_TOTAL_sum;VL_FULL_median;VL_FULL_sum;VL_DESCONTO_median;VL_DESCONTO_sum;MRR_12M_median;resposta_NPS;resposta_unidade;Nota_SupTec_Agilidade;Nota_SupTec_Atendimento;Nota_Comercial;Nota_Custos;Nota_AdmFin_Atendimento;Nota_Software;Nota_Software_Atualizacao
TEVVLM;CDU SISJURI PLUS;CDU TOTVS SERIE T;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;SOFTWARE COMPLEMENTAR;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;107618.53;0.0-0.5M;5644;1.0;0.0;0;2;3;2;;;;;;1.0;1.0;ON PREMISES;Faixa 00 - Ate 4.5 M;1133387004;1.0;1.0;0.0;0.0;1.59;1.59;1653.64;1653.64;0.0;0.0;1653.64;1653.64;1718.78;1718.78;65.14;65.14;612.44;8.67;8.67;8.33;8.33;8.83;8.67;9.17;8.5;8.67
TEVVM1;ADESAO TOTVS P;CONSULTORIA TRADICIONAL;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;SERVICOS DE IMPLANTACAO;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;6211.1;0.0-0.5M;5469;1.0;1325.46;0;2;3;2;;;;;;5.0;2.0;ON PREMISES;Faixa 00 - Ate 4.5 M;2F66001335;2.0;25.0;0.0;0.0;11.06;66.0;42.04;554.91;0.0;0.0;210.19;1261.16;420.39;1799.87;90.72;538.72;248.89;8.83;9.33;8.83;9.0;9.17;8.83;9.17;8.83;8.33
TEVVM3;CDU SISJURI PLUS;CDU TOTVS SERIE T;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;150120.15;0.0-0.5M;5562;1.0;0.0;0;2;3;2;;;;;;1.0;1.0;ON PREMISES;Faixa 02 - De 7.5 M ate 15 M;1133387004;1.0;1.0;0.0;0.0;11.02;11.02;5906.1;5906.1;0.0;0.0;5906.1;5906.1;8003.94;8003.94;2097.83;2097.83;2178.27;9.75;9.5;8.25;9.0;9.75;7.75;8.75;9.25;9.5
TEVVM6;CDU SISJURI PLUS;CDU TOTVS SERIE T;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;39554.02;0.0-0.5M;4594;1.0;0.0;0;2;3;2;;;;;;1.0;1.0;ON PREMISES;Faixa 01 - De 4.5 M ate 7.5 M;1133387001;1.0;1.0;0.0;0.0;20.21;20.21;4345.91;4345.91;0.0;0.0;4345.91;4345.91;8369.42;8369.42;4023.51;4023.51;3698.82;9.0;8.67;8.33;8.33;9.0;7.67;9.0;9.0;8.33
TEVVM7;ADESAO TOTVS P;SOFTWARE COMPLEMENTAR;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;SOFTWARE COMPLEMENTAR;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;5984.57;0.0-0.5M;5449;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;517.3;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
TEVVM8;CDU SISJURI PLUS;CDU WORKSITE;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;SOFTWARE COMPLEMENTAR;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;45015.37;0.0-0.5M;5605;1.0;0.0;0;2;3;2;;;;;;1.0;1.0;ON PREMISES;Faixa 03 - De 15 M ate 25 M;1133387004;1.0;1.0;0.0;0.0;4.26;4.26;2675.41;2675.41;0.0;0.0;2675.41;2675.41;2976.98;2976.98;301.57;301.57;2306.4;7.83;8.17;7.5;7.83;7.67;7.67;7.83;7.67;7.67
TEVVMH;CDU SISJURI PLUS;CONSULTORIA TRADICIONAL;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - PARCEIRO;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;7403.48;0.0-0.5M;5469;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2883.99;7.67;6.33;7.0;7.0;7.33;7.0;7.67;7.0;7.0
TEVVMX;CDU FULL TOTVS TRAD;CDU TOTVS SERIE T;SAOPAULO;Servicos de assistencia social sem alojamento;SERVICOS;PROVEDOR SERVICOS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;526535.22;0.5-1.0M;4314;4.0;66392.35;0;2;0;3;533.0;3.0;533.0;Desconectado;30692.0;6.0;1.0;ON PREMISES;Faixa 11 - Acima de 850 M;2010067-2;22.0;106.0;0.0;0.0;3.26;34.35;165.42;14375.99;0.0;0.0;3738.44;196068.99;1856.17;225315.58;158.28;37757.91;2073.01;;;;;;;;;
TEVVN8;CDU SISJURI PLUS;CDU TOTVS SERIE T;PORTOALEGRE;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;105;00 - Mensal;RS;45376.28;0.0-0.5M;5507;1.0;0.0;0;2;3;2;;;;;;1.0;1.0;ON PREMISES;Faixa 00 - Ate 4.5 M;1133387003;1.0;1.0;0.0;0.0;19.52;19.52;2074.52;2074.52;0.0;0.0;2074.52;2074.52;3872.54;3872.54;1798.02;1798.02;852.55;7.83;8.83;7.5;7.83;6.83;6.67;8.0;7.83;7.33
TEVVNK;CDU SISJURI PRAZO DETERMINADO;CONSULTORIA TRADICIONAL;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;SERVICOS DE IMPLANTACAO;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;4969.57;0.0-0.5M;5469;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;62.43;9.0;9.0;8.75;9.0;8.75;8.75;8.75;9.0;9.0
TEVVNW;CDU SISJURI PLUS;CONSULTORIA TRADICIONAL;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - PARCEIRO;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;44158.6;0.0-0.5M;5469;2.0;3464.32;0;2;3;2;;;;;;2.0;1.0;ON PREMISES;Faixa 04 - De 25 M ate 35 M;1133387004;1.0;2.0;0.0;0.0;0.0;0.0;4041.1;8082.21;0.0;0.0;4041.1;8082.21;4041.1;8082.21;0.0;0.0;652.81;8.33;7.83;7.67;7.67;7.0;7.5;8.33;8.33;8.33
TEVVOE;CDU SISJURI PLUS;CONSULTORIA TRADICIONAL;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;SOFTWARE COMPLEMENTAR;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;143084.66;0.0-0.5M;5469;2.0;6345.02;0;2;3;2;;;;;;4.0;1.0;ON PREMISES;Faixa 01 - De 4.5 M ate 7.5 M;0133387001;1.0;4.0;0.0;0.0;14.71;79.87;6677.62;20365.47;0.0;0.0;6677.62;20365.47;9358.11;37432.46;3774.74;17066.99;5378.92;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0;7.0
TEVVOI;REN.FILESITE;CDU WORKSITE;SALVADOR;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;SOFTWARE COMPLEMENTAR;MODALIDADE TRADICIONAL;105;11 - Anual;BA;2389.21;0.0-0.5M;4608;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;403.81;9.33;9.0;9.33;9.33;9.67;9.0;9.33;9.33;9.0
TEVVOR;CDU FILESITE, EMM FOR OUTLOOK;CONSULTORIA TRADICIONAL;CURITIBA;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;SERVICOS DE IMPLANTACAO;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;PR;5551.7;0.0-0.5M;5469;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;17.44;9.25;10.0;9.25;9.25;9.25;9.25;9.25;9.0;9.25
TEVVOV;CDU SISJURI PLUS;CONSULTORIA TRADICIONAL;MANAUS;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - PARCEIRO;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;AM;99024.6;0.0-0.5M;5469;1.0;0.0;0;2;3;2;;;;;;1.0;1.0;ON PREMISES;Faixa 00 - Ate 4.5 M;1133387003;1.0;1.0;0.0;0.0;23.11;23.11;2049.53;2049.53;0.0;0.0;2049.53;2049.53;4552.5;4552.5;2502.96;2502.96;797.39;8.0;8.5;7.25;8.25;8.5;6.5;8.5;8.25;8.0
TEVVOX;O12GASFSEP1LM;CONSULTORIA TRADICIONAL;SAOPAULO;Atividades de consultoria e auditoria contabil e tributaria;JURIDICO;JURIDICO;SERVICOS DE IMPLANTACAO;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;49611.08;0.0-0.5M;5469;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;695.01;9.5;10.0;9.0;10.0;9.5;9.5;9.5;9.5;9.5
TEVVP0;CDU SISJURI PLUS;CONSULTORIA TRADICIONAL;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;SERVICOS DE IMPLANTACAO;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;15282.48;0.0-0.5M;5469;1.0;0.0;0;2;3;2;;;;;;1.0;1.0;ON PREMISES;Faixa 00 - Ate 4.5 M;1133387003;1.0;1.0;0.0;0.0;20.69;20.69;934.29;934.29;0.0;0.0;934.29;934.29;1839.52;1839.52;905.23;905.23;826.68;9.67;9.33;9.33;9.67;9.67;9.0;9.33;8.0;8.0
TEVVP7;REN.FILESITE;CONSULTORIA TRADICIONAL;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;SOFTWARE COMPLEMENTAR;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;14206.2;0.0-0.5M;5469;1.0;2360.2;0;2;3;2;;;;;;12.0;2.0;ON PREMISES;Faixa 00 - Ate 4.5 M;2F16001013;2.0;233.0;0.0;0.0;0.0;33.23;38.04;1600.2;0.0;0.0;84.08;2282.27;51.83;1879.31;0.0;278.74;203.2;9.8;9.8;8.6;9.6;9.4;8.2;9.2;9.8;9.8
TEVVPK;CDU CORP TOTVS  JURIDICO;CONSULTORIA TRADICIONAL;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;41552.93;0.0-0.5M;5469;2.0;708.06;0;2;3;2;;;;;;2.0;1.0;ON PREMISES;Faixa 00 - Ate 4.5 M;1133387003;1.0;2.0;0.0;0.0;7.35;14.71;1402.78;2805.57;0.0;0.0;1402.78;2805.57;1613.23;3226.45;564.47;1128.93;904.31;7.67;8.67;7.67;8.0;7.67;7.0;7.67;7.67;7.67
TEVVPM;ASFU Atual/Sup Oracle 11G Std;SOFTWARE COMPLEMENTAR;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;SOFTWARE COMPLEMENTAR;MODALIDADE SERVICOS NÃO RECORRENTES;105;00 - Mensal;SP;5587.25;0.0-0.5M;5135;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;613.05;9.2;8.8;8.4;9.0;9.4;7.6;9.0;8.8;9.4
TEVVPZ;CDU SISJURI PLUS;CDU TOTVS SERIE T;SALVADOR;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;105;00 - Mensal;BA;51159.78;0.0-0.5M;4902;1.0;0.0;0;2;3;2;;;;;;1.0;1.0;ON PREMISES;Faixa 00 - Ate 4.5 M;1133387003;1.0;1.0;0.0;0.0;22.34;22.34;515.54;515.54;0.0;0.0;515.54;515.54;1100.16;1100.16;584.62;584.62;324.97;9.0;8.5;8.0;9.0;8.0;7.5;9.0;8.5;8.5
TEVVQ4;CDU SISJURI PLUS;CDU TOTVS SERIE T;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;10953.18;0.0-0.5M;4162;1.0;0.0;0;2;3;2;;;;;;1.0;1.0;ON PREMISES;Faixa 00 - Ate 4.5 M;1133387003;1.0;1.0;0.0;0.0;5.06;5.06;951.93;951.93;0.0;0.0;951.93;951.93;1082.1;1082.1;130.18;130.18;750.13;8.67;9.33;8.67;8.67;8.67;8.67;8.67;8.67;8.67
TEVVQ5;CDU SISJURI PLUS;CONSULTORIA TRADICIONAL;SAOPAULO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;105;00 - Mensal;SP;12819.3;0.0-0.5M;5469;1.0;0.0;0;2;3;2;;;;;;1.0;1.0;ON PREMISES;Sem Informações de Faturamento;1133387003;1.0;1.0;0.0;0.0;24.91;24.91;403.84;403.84;0.0;0.0;403.84;403.84;991.27;991.27;587.43;587.43;279.65;3.67;4.67;4.67;4.67;4.67;2.67;6.0;5.67;3.67
TEVVQ8;CDU SISJURI PLUS;CDU TOTVS SERIE T;RIODEJANEIRO;Servicos advocaticios;JURIDICO;ESCRITORIO DE ADVOCACIA;JURIDICO - PARCEIRO;MODALIDADE CORPORATIVO;105;00 - Mensal;RJ;35885.44;0.0-0.5M;4444;1.0;0.0;0;2;3;2;;;;;;1.0;1.0;ON PREMISES;Faixa 00 - Ate 4.5 M;1133387001;1.0;1.0;0.0;0.0;20.59;20.59;1143.06;1143.06;0.0;0.0;1143.06;1143.06;2239.97;2239.97;1096.92;1096.92;972.34;10.0;10.0;10.0;10.0;10.0;9.0;9.0;10.0;10.0
TEVVQC;INTERA BACKOFFICE COMPLETO;SAAS SERIE T;SAOPAULO;Atividades de organizacoes associativas patronais e empresariais;SERVICOS;PROVEDOR SERVICOS;FEEDZ;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;SP;44216.94;0.0-0.5M;632;1.0;9652.65;0;2;3;2;2.0;2.0;4024.0;Desconectado;618.0;1.0;1.0;TOTVS CLOUD;Faixa 00 - Ate 4.5 M;7T63301069;28.0;28.0;0.0;0.0;0.0;0.0;316.85;316.85;0.0;0.0;8871.77;8871.77;8871.77;8871.77;0.0;0.0;1629.15;;;;;;;;;
TEVVT0;CDU CORP TOTVS MANUFATURA RB2;CDU TOTVS SERIE T;NOSSASENHORADOSOCORRO;Fabricacao de moveis com predominancia de madeira;MANUFATURA;BENS DURAVEIS;MANUFATURA - CORPORATIVO;MODALIDADE CORPORATIVO;105;00 - Mensal;SE;32236.53;0.0-0.5M;5676;1.0;295.8;0;2;3;2;5625.0;6.0;4000.0;Desconectado;1535.0;1.0;1.0;ON PREMISES;Faixa 05 - De 35 M ate 50 M;AUT.02.000001;22.0;22.0;0.0;0.0;30.6;30.6;6.43;6.43;0.0;0.0;141.5;141.5;520.04;520.04;378.54;378.54;;9.0;9.0;9.0;9.0;9.0;8.75;9.0;8.75;8.75
TEVVTC;SMS TOTVS TEC USER;CDU TOTVS SERIE T;SERTAOZINHO;Fabricacao de caldeiras geradoras de vapor, exceto para aquecimento central e para veiculos;MANUFATURA;BENS DE CAPITAL;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;186647.61;0.0-0.5M;5660;2.0;15428.93;0;2;3;2;2.0;2.0;4000.0;Desconectado;6747.0;8.0;2.0;TOTVS CLOUD;Faixa 06 - De 50 M ate 75 M;2010752;1.0;59.0;0.0;9.67;0.0;3.98;312.44;14352.52;0.0;98.59;463.81;17936.7;463.81;19255.32;0.0;1318.62;412.58;3.5;6.0;3.5;3.5;7.5;2.5;3.5;3.5;3.5
TEVVTO;CDU FULL TOTVS ALUG;SAAS CDU ALUGUEL;SAOPAULO;Comercio atacadista de artigos de escritorio e de papelaria;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE ALUGUEL (LEGADO);105;00 - Mensal;SP;783.68;0.0-0.5M;5806;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TEVVV0;SLA ADVANCED PRT 36M;CDU TOTVS SERIE T;BRASILIA;Atividades de organizacoes associativas patronais e empresariais;SERVICOS;PROVEDOR SERVICOS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;DF;3447614.32;3.0-3.5M;5322;0.0;0.0;2;0;4;4;69.0;2.0;4000.0;Desconectado;6525.0;;;;;;;;;;;;;;;;;;;;;;7034.35;8.0;8.0;10.0;10.0;7.0;7.0;8.0;8.0;10.0
TEVVV1;CLOUDINT SETUP CLOUD;SAAS INTERA SOFTWARE;RIODEJANEIRO;Extracao de minerio de ferro;MANUFATURA;EXTRATIVISTA & BENEFICIAMENTO;BACKOFFICE - CORE;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;RJ;49447.37;0.0-0.5M;1850;0.0;0.0;0;2;3;2;99.0;2.0;0.0;Desconectado;4.0;;;;;;;;;;;;;;;;;;;;;;468.6;;;;;;;;;
TEVVV4;PROG OPED REPL ENT MNT;SOFTWARE COMPLEMENTAR;SAOJOSEDOSPINHAIS;Fabricacao de pecas e acessorios para o sistema de direcao e suspensao de veiculos automotores;MANUFATURA;METAL-MECANICO & PLASTICO;SOFTWARE COMPLEMENTAR;MODALIDADE TRADICIONAL;105;00 - Mensal;PR;377974.26;0.0-0.5M;6024;3.0;77510.07;0;2;0;3;5503.0;6.0;4000.0;Desconectado;10108.0;24.0;1.0;ON PREMISES;Faixa 07 - De 75 M ate 150 M;5J16017015;5.0;583.0;0.0;0.0;0.0;25.26;172.32;21484.83;0.0;0.0;1521.49;111792.73;0.17;91882.86;0.0;13048.42;620.34;6.75;5.0;6.25;6.25;6.0;7.5;4.0;6.5;5.75
TEVVV9;CDU CORP TOTVS MANUFATURA RB1;CDU TOTVS SERIE T;SAOPAULO;Fabricacao de materiais para medicina e odontologia;MANUFATURA;BENS DURAVEIS;CLOUD;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;37208.69;0.0-0.5M;5631;1.0;246.72;0;2;3;2;4.0;2.0;4000.0;Desconectado;1452.0;2.0;1.0;ON PREMISES;Faixa 01 - De 4.5 M ate 7.5 M;2F26001124;1.0;2.0;0.0;0.0;0.0;0.0;115.61;231.22;0.0;0.0;115.61;231.22;73.76;147.53;0.0;0.0;431.04;8.5;8.5;7.5;8.0;7.5;8.5;8.0;7.5;8.0
TEVVVO;CDU FULL TOTVS TRAD;SMS TOTVS SERIE T;FRANCA;Fabricacao de tintas, vernizes, esmaltes e lacas;MANUFATURA;QUIMICA & RECICLAGEM;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;4822.67;0.0-0.5M;7888;0.0;0.0;0;2;3;2;520.0;3.0;0.0;Desconectado;1619.0;;;;;;;;;;;;;;;;;;;;;;1072.51;10.0;9.8;9.8;10.0;8.6;5.8;9.6;9.8;9.4
TEVYDI;LICENCIAMENTO DE USO DE SOFTWA;SAAS SERIE T;PENAPOLIS;Confeccao de pecas do vestuario, exceto roupas intimas e as confeccionadas sob medida;MANUFATURA;BENS DE CONSUMO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;247737.95;0.0-0.5M;3747;1.0;2280.43;0;2;0;3;817.0;13.0;817.0;Conectado;15755.0;6.0;1.0;ON PREMISES;Faixa 01 - De 4.5 M ate 7.5 M;7T63301068;100.0;805.0;0.0;0.0;0.0;0.0;1.72;255.54;0.0;0.0;227.32;2197.17;227.32;2197.17;0.0;0.0;408.19;9.0;9.0;8.0;9.0;10.0;9.0;9.0;9.0;9.0
TEVYL8;CDU S1 VAREJO - TRAD;CDU TOTVS SERIE 1;RIBEIRAOPRETO;Comercio a varejo de pneumaticos e camaras-de-ar;VAREJO;CONCESSIONARIA DE VEICULOS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;SP;622.73;0.0-0.5M;6502;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;85.15;;;;;;;;;
TEVYXQ;CONSINCO PDV CDU;SMS TOTVS SERIE T;SANTOANDRE;Comercio varejista de animais vivos e de artigos e alimentos para animais de estimacao;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;SUPERMERCADOS - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;9499.79;0.0-0.5M;5836;0.0;0.0;0;2;3;2;9.0;2.0;4134.0;;6.0;;;;;;;;;;;;;;;;;;;;;;697.15;10.0;10.0;9.0;10.0;10.0;8.0;10.0;10.0;9.0
TEVZID;CDU FULL TOTVS TRAD;SMS TOTVS SERIE 1;SAOPAULO;Fabricacao de maquinas e equipamentos para a industria do plastico, pecas e acessorios;MANUFATURA;BENS DE CAPITAL;MICRO E PEQUENOS NEGOCIOS;NAO INFORMADO;105;00 - Mensal;SP;23617.17;0.0-0.5M;10373;0.0;0.0;0;2;3;2;6.0;2.0;4000.0;Desconectado;644.0;;;;;;;;;;;;;;;;;;;;;;1061.57;8.5;8.5;8.0;8.5;8.5;7.5;8.5;8.5;8.0
TEVZJE;MODULO OPERAC FINAN ON PREMISE;CDU TOTVS SERIE T;SAOPAULO;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgencias;EDUCACIONAL;SUPERIOR;GESPLAN;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;4741.18;0.0-0.5M;5799;2.0;1458.68;0;2;3;2;;;;;;2.0;1.0;ON PREMISES;Faixa 11 - Acima de 850 M;GPV.000038;1.0;2.0;0.0;0.0;9.49;18.99;8573.88;17147.76;0.0;0.0;8573.88;17147.76;11075.26;22150.52;2501.38;5002.76;;;;;;;;;;
TEVZN2;CDU S1 VAREJO GXQUERY;SAAS SERIE 1;SAOPAULO;Comercio varejista de artigos do vestuario e acessorios;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;MICRO E PEQUENOS NEGOCIOS;MPN;105;00 - Mensal;SP;1758.89;0.0-0.5M;7110;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TEVZY8;INTERA COMBO 4 VAR 1 AO 4;SAAS INTERA SOFTWARE;SAOPAULO;Comercio varejista de madeira e artefatos;VAREJO;MATERIAL DE CONSTRUCAO;CROSS - INTERA;MODALIDADE INTERA 18;105;00 - Mensal;SP;4161.67;0.0-0.5M;2442;0.0;0.0;0;2;3;2;520.0;3.0;4017.0;Desconectado;349.0;;;;;;;;;;;;;;;;;;;;;;568.0;;;;;;;;;
TEW751;TRANS DOC ELETR TSS EXCEDENTE;CLOUD COMPUTING.;SAOPAULO;Comercio atacadista especializado em outros produtos nao especificados anteriormente;DISTRIBUICAO;ATACADISTA E DISTRIBUIDOR;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;15042.54;0.0-0.5M;5511;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
TEWA34;ADESAO VA PLUS;CDU TOTVS SERIE T;SAOPAULO;Confeccao de pecas do vestuario, exceto roupas intimas e as confeccionadas sob medida;MANUFATURA;BENS DE CONSUMO;DISTRIBUICAO & VAREJO - CORE;MODALIDADE ASSINATURA COMPLEMENTAR;105;00 - Mensal;SP;48132.94;0.0-0.5M;6540;1.0;304.4;0;2;3;2;821.0;13.0;821.0;Conectado;5086.0;1.0;3.0;ON PREMISES;Faixa 03 - De 15 M ate 25 M;VAV.1085;1.0;1.0;0.0;0.0;11.5;11.5;294.27;294.27;0.0;0.0;294.27;294.27;405.1;405.1;110.83;110.83;287.87;6.5;6.5;6.0;7.0;7.0;5.0;6.5;5.5;8.0
TEWAA8;ID INT COMP: DO 1 AO 15;SAAS INTERA SOFTWARE;SAOPAULO;Comercio varejista de outros artigos de uso domestico nao especificados anteriormente;VAREJO;MAGAZINE E LOJA DE DEPARTAMENTOS;CROSS - INTERA;MODALIDADE INTERA 17;105;00 - Mensal;SP;7382.83;0.0-0.5M;8005;0.0;0.0;0;2;3;2;5.0;2.0;4016.0;Desconectado;348.0;;;;;;;;;;;;;;;;;;;;;;368.76;6.83;6.0;7.17;7.5;6.17;4.67;4.67;7.0;7.33
TEWBFO;SMS FULL TOTVS TRAD;SMS TOTVS SERIE T;SAOPAULO;Comercio atacadista de componentes eletronicos e equipamentos de telefonia e comunicacao;MANUFATURA;BENS DURAVEIS;CROSS - TRADICIONAL;MODALIDADE TRADICIONAL;105;00 - Mensal;SP;527497.4;0.5-1.0M;8969;0.0;0.0;0;2;0;3;5.0;2.0;4000.0;Desconectado;1788.0;;;;;;;;;;;;;;;;;;;;;;878.62;;;;;;;;;
TEWBHY;SQLSCART08R2MN;SOFTWARE COMPLEMENTAR;BELOHORIZONTE;Fabricacao de preparacoes farmaceuticas;MANUFATURA;QUIMICA & RECICLAGEM;SOFTWARE COMPLEMENTAR;MODALIDADE ASSINATURA (INTERA);105;00 - Mensal;MG;28558.19;0.0-0.5M;5322;0.0;0.0;0;2;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TEWBIY;SMS TOTVS TEC USER;CDU TOTVS SERIE T;ITAJAI;Preservacao de peixes, crustaceos e moluscos;MANUFATURA;BENS DE CONSUMO;BACKOFFICE - CORE;MODALIDADE TRADICIONAL;105;00 - Mensal;SC;52712.73;0.0-0.5M;5322;0.0;0.0;0;2;3;2;4.0;2.0;4132.0;Desconectado;1729.0;;;;;;;;;;;;;;;;;;;;;;184.95;9.0;8.33;8.67;8.67;8.83;7.67;8.67;8.67;8.67
